_id,afluencia,año,fecha,mes,meterId,source,vehiculos,vel_circulacion,vel_media
346_2024-01-25,1,2024,2024-01-25,1,346,6,38212,1,0
346_2024-01-26,3,2024,2024-01-26,1,346,6,27410,1,0
346_2024-01-27,3,2024,2024-01-27,1,346,6,27349,1,0
346_2024-01-28,3,2024,2024-01-28,1,346,6,25448,1,0
346_2024-01-29,3,2024,2024-01-29,1,346,6,29624,1,0
346_2024-01-30,3,2024,2024-01-30,1,346,6,21323,1,0
346_2024-01-31,3,2024,2024-01-31,1,346,6,27790,1,0
346_2024-02-01,1,2024,2024-02-01,1,346,6,39810,1,0
346_2024-02-02,3,2024,2024-02-02,1,346,6,32609,1,0
346_2024-02-03,3,2024,2024-02-03,1,346,6,20535,1,0
346_2024-02-04,3,2024,2024-02-04,1,346,6,29917,1,0
346_2024-02-05,3,2024,2024-02-05,1,346,6,28013,1,0
346_2024-02-06,3,2024,2024-02-06,1,346,6,24157,1,0
346_2024-02-07,3,2024,2024-02-07,1,346,6,22176,1,0
346_2024-02-08,3,2024,2024-02-08,1,346,6,32870,1,0
346_2024-02-09,3,2024,2024-02-09,1,346,6,23244,1,0
346_2024-02-10,0,2024,2024-02-10,1,346,6,13797,1,0
346_2024-02-11,3,2024,2024-02-11,1,346,6,21447,1,0
346_2024-02-12,3,2024,2024-02-12,1,346,6,28375,1,0
346_2024-02-13,3,2024,2024-02-13,1,346,6,25034,1,0
346_2024-02-14,3,2024,2024-02-14,1,346,6,23245,1,0
346_2024-02-15,1,2024,2024-02-15,1,346,6,38792,1,0
346_2024-02-16,3,2024,2024-02-16,1,346,6,25535,1,0
346_2024-02-17,3,2024,2024-02-17,1,346,6,21988,1,0
346_2024-02-18,3,2024,2024-02-18,1,346,6,29585,1,0
346_2024-02-19,3,2024,2024-02-19,1,346,6,26449,1,0
346_2024-02-20,3,2024,2024-02-20,1,346,6,29654,1,0
346_2024-02-21,3,2024,2024-02-21,1,346,6,26026,1,0
346_2024-02-22,3,2024,2024-02-22,1,346,6,28722,1,0
346_2024-02-23,0,2024,2024-02-23,1,346,6,18795,1,0
346_2024-02-24,3,2024,2024-02-24,1,346,6,20951,1,0
346_2024-02-25,0,2024,2024-02-25,1,346,6,18091,1,0
346_2024-02-26,3,2024,2024-02-26,1,346,6,28520,1,0
346_2024-02-27,2,2024,2024-02-27,1,346,6,2813,1,0
346_2024-02-28,3,2024,2024-02-28,1,346,6,24519,1,0
346_2024-02-29,0,2024,2024-02-29,1,346,6,16107,1,0
346_2024-03-01,2,2024,2024-03-01,2,346,6,3555,1,0
645_2024-01-01,2,2024,2024-01-01,1,645,6,0,1,0
645_2024-01-02,2,2024,2024-01-02,1,645,6,0,1,0
645_2024-01-03,2,2024,2024-01-03,1,645,6,0,1,0
645_2024-01-04,2,2024,2024-01-04,1,645,6,0,1,0
645_2024-01-05,2,2024,2024-01-05,1,645,6,0,1,0
645_2024-01-06,2,2024,2024-01-06,1,645,6,0,1,0
645_2024-01-07,2,2024,2024-01-07,1,645,6,0,1,0
645_2024-01-08,2,2024,2024-01-08,1,645,6,0,1,0
645_2024-01-09,2,2024,2024-01-09,1,645,6,0,1,0
645_2024-01-10,2,2024,2024-01-10,1,645,6,0,1,0
645_2024-01-11,2,2024,2024-01-11,1,645,6,0,1,0
645_2024-01-12,2,2024,2024-01-12,1,645,6,0,1,0
645_2024-01-13,2,2024,2024-01-13,1,645,6,0,1,0
645_2024-01-14,2,2024,2024-01-14,1,645,6,0,1,0
645_2024-01-15,2,2024,2024-01-15,1,645,6,0,1,0
645_2024-01-16,2,2024,2024-01-16,1,645,6,0,1,0
645_2024-01-17,2,2024,2024-01-17,1,645,6,0,1,0
645_2024-01-18,2,2024,2024-01-18,1,645,6,0,1,0
645_2024-01-19,2,2024,2024-01-19,1,645,6,0,1,0
645_2024-01-20,2,2024,2024-01-20,1,645,6,0,1,0
645_2024-01-21,2,2024,2024-01-21,1,645,6,0,1,0
645_2024-01-22,2,2024,2024-01-22,1,645,6,0,1,0
645_2024-01-23,2,2024,2024-01-23,1,645,6,0,1,0
645_2024-01-24,2,2024,2024-01-24,1,645,6,0,1,0
645_2024-01-25,2,2024,2024-01-25,1,645,6,0,1,0
645_2024-01-26,2,2024,2024-01-26,1,645,6,0,1,0
645_2024-01-27,2,2024,2024-01-27,1,645,6,0,1,0
645_2024-01-28,2,2024,2024-01-28,1,645,6,0,1,0
645_2024-01-29,2,2024,2024-01-29,1,645,6,0,1,0
645_2024-01-30,2,2024,2024-01-30,1,645,6,0,1,0
645_2024-01-31,2,2024,2024-01-31,1,645,6,0,1,0
645_2024-02-01,2,2024,2024-02-01,1,645,6,0,1,0
645_2024-02-02,2,2024,2024-02-02,1,645,6,0,1,0
645_2024-02-03,2,2024,2024-02-03,1,645,6,0,1,0
645_2024-02-04,2,2024,2024-02-04,1,645,6,0,1,0
645_2024-02-05,2,2024,2024-02-05,1,645,6,0,1,0
645_2024-02-06,2,2024,2024-02-06,1,645,6,0,1,0
645_2024-02-07,2,2024,2024-02-07,1,645,6,0,1,0
645_2024-02-08,2,2024,2024-02-08,1,645,6,0,1,0
645_2024-02-09,2,2024,2024-02-09,1,645,6,0,1,0
645_2024-02-10,2,2024,2024-02-10,1,645,6,0,1,0
645_2024-02-11,2,2024,2024-02-11,1,645,6,0,1,0
645_2024-02-12,2,2024,2024-02-12,1,645,6,0,1,0
645_2024-02-13,2,2024,2024-02-13,1,645,6,0,1,0
645_2024-02-14,2,2024,2024-02-14,1,645,6,0,1,0
645_2024-02-15,2,2024,2024-02-15,1,645,6,0,1,0
645_2024-02-16,2,2024,2024-02-16,1,645,6,0,1,0
645_2024-02-17,2,2024,2024-02-17,1,645,6,0,1,0
645_2024-02-18,2,2024,2024-02-18,1,645,6,0,1,0
645_2024-02-19,2,2024,2024-02-19,1,645,6,0,1,0
645_2024-02-20,2,2024,2024-02-20,1,645,6,0,1,0
645_2024-02-21,2,2024,2024-02-21,1,645,6,0,1,0
645_2024-02-22,2,2024,2024-02-22,1,645,6,0,1,0
645_2024-02-23,2,2024,2024-02-23,1,645,6,0,1,0
645_2024-02-25,2,2024,2024-02-25,1,645,6,0,1,0
645_2024-02-24,2,2024,2024-02-24,1,645,6,0,1,0
645_2024-02-26,2,2024,2024-02-26,1,645,6,0,1,0
645_2024-02-27,2,2024,2024-02-27,1,645,6,0,1,0
645_2024-02-28,2,2024,2024-02-28,1,645,6,0,1,0
645_2024-02-29,2,2024,2024-02-29,1,645,6,0,1,0
645_2024-03-01,2,2024,2024-03-01,1,645,6,0,1,0
645_2024-03-02,2,2024,2024-03-02,1,645,6,0,1,0
645_2024-03-03,2,2024,2024-03-03,1,645,6,0,1,0
645_2024-03-04,2,2024,2024-03-04,1,645,6,0,1,0
645_2024-03-05,2,2024,2024-03-05,1,645,6,0,1,0
645_2024-03-06,2,2024,2024-03-06,1,645,6,0,1,0
645_2024-03-07,2,2024,2024-03-07,1,645,6,0,1,0
645_2024-03-08,2,2024,2024-03-08,1,645,6,0,1,0
645_2024-03-09,2,2024,2024-03-09,1,645,6,0,1,0
645_2024-03-11,2,2024,2024-03-11,1,645,6,0,1,0
645_2024-03-12,2,2024,2024-03-12,1,645,6,0,1,0
645_2024-03-13,2,2024,2024-03-13,1,645,6,0,1,0
645_2024-03-14,2,2024,2024-03-14,1,645,6,0,1,0
645_2024-03-15,2,2024,2024-03-15,1,645,6,0,1,0
645_2024-03-16,2,2024,2024-03-16,1,645,6,0,1,0
645_2024-03-17,2,2024,2024-03-17,1,645,6,0,1,0
645_2024-03-18,2,2024,2024-03-18,1,645,6,0,1,0
645_2024-03-19,2,2024,2024-03-19,1,645,6,0,1,0
645_2024-03-20,2,2024,2024-03-20,1,645,6,0,1,0
645_2024-03-21,2,2024,2024-03-21,1,645,6,0,1,0
645_2024-03-22,2,2024,2024-03-22,1,645,6,0,1,0
645_2024-03-23,2,2024,2024-03-23,1,645,6,0,1,0
645_2024-03-24,2,2024,2024-03-24,1,645,6,0,1,0
645_2024-03-25,2,2024,2024-03-25,1,645,6,0,1,0
645_2024-03-26,2,2024,2024-03-26,1,645,6,0,1,0
645_2024-03-27,2,2024,2024-03-27,1,645,6,0,1,0
645_2024-03-28,2,2024,2024-03-28,1,645,6,0,1,0
645_2024-03-29,2,2024,2024-03-29,1,645,6,0,1,0
645_2024-03-30,2,2024,2024-03-30,1,645,6,0,1,0
645_2024-04-01,2,2024,2024-04-01,1,645,6,0,1,0
645_2024-03-31,2,2024,2024-03-31,1,645,6,0,1,0
645_2024-04-02,2,2024,2024-04-02,1,645,6,0,1,0
645_2024-04-03,2,2024,2024-04-03,1,645,6,0,1,0
645_2024-04-04,2,2024,2024-04-04,1,645,6,0,1,0
645_2024-04-05,2,2024,2024-04-05,1,645,6,0,1,0
645_2024-04-06,2,2024,2024-04-06,1,645,6,0,1,0
645_2024-04-07,2,2024,2024-04-07,1,645,6,0,1,0
645_2024-04-08,2,2024,2024-04-08,1,645,6,0,1,0
645_2024-04-09,2,2024,2024-04-09,1,645,6,0,1,0
645_2024-04-10,2,2024,2024-04-10,1,645,6,0,1,0
645_2024-04-11,2,2024,2024-04-11,1,645,6,0,1,0
645_2024-04-12,2,2024,2024-04-12,1,645,6,0,1,0
645_2024-04-13,2,2024,2024-04-13,1,645,6,0,1,0
645_2024-04-14,2,2024,2024-04-14,1,645,6,0,1,0
645_2024-04-15,2,2024,2024-04-15,1,645,6,0,1,0
645_2024-04-16,2,2024,2024-04-16,1,645,6,0,1,0
645_2024-04-17,2,2024,2024-04-17,1,645,6,0,1,0
645_2024-04-18,2,2024,2024-04-18,1,645,6,0,1,0
645_2024-04-19,2,2024,2024-04-19,1,645,6,0,1,0
645_2024-04-20,2,2024,2024-04-20,1,645,6,0,1,0
645_2024-04-21,2,2024,2024-04-21,1,645,6,0,1,0
645_2024-04-22,2,2024,2024-04-22,1,645,6,0,1,0
645_2024-04-23,2,2024,2024-04-23,1,645,6,0,1,0
645_2024-04-24,2,2024,2024-04-24,1,645,6,0,1,0
645_2024-04-25,2,2024,2024-04-25,1,645,6,0,1,0
645_2024-04-26,2,2024,2024-04-26,1,645,6,0,1,0
645_2024-04-27,2,2024,2024-04-27,1,645,6,0,1,0
645_2024-04-28,2,2024,2024-04-28,1,645,6,0,1,0
645_2024-04-29,2,2024,2024-04-29,1,645,6,0,1,0
645_2024-04-30,2,2024,2024-04-30,1,645,6,0,1,0
645_2024-05-01,2,2024,2024-05-01,1,645,6,0,1,0
645_2024-05-02,2,2024,2024-05-02,1,645,6,0,1,0
645_2024-05-03,2,2024,2024-05-03,1,645,6,0,1,0
645_2024-05-04,2,2024,2024-05-04,1,645,6,0,1,0
645_2024-05-05,2,2024,2024-05-05,1,645,6,0,1,0
645_2024-05-06,2,2024,2024-05-06,1,645,6,0,1,0
645_2024-05-07,2,2024,2024-05-07,1,645,6,0,1,0
645_2024-05-08,2,2024,2024-05-08,1,645,6,0,1,0
645_2024-05-09,2,2024,2024-05-09,1,645,6,0,1,0
645_2024-05-10,2,2024,2024-05-10,1,645,6,0,1,0
645_2024-05-11,2,2024,2024-05-11,1,645,6,0,1,0
645_2024-05-12,2,2024,2024-05-12,1,645,6,0,1,0
645_2024-05-13,2,2024,2024-05-13,1,645,6,0,1,0
645_2024-05-14,2,2024,2024-05-14,1,645,6,0,1,0
645_2024-05-15,2,2024,2024-05-15,1,645,6,0,1,0
645_2024-05-16,2,2024,2024-05-16,1,645,6,0,1,0
645_2024-05-17,2,2024,2024-05-17,1,645,6,0,1,0
645_2024-05-18,2,2024,2024-05-18,1,645,6,0,1,0
645_2024-05-19,2,2024,2024-05-19,1,645,6,0,1,0
645_2024-05-21,2,2024,2024-05-21,1,645,6,0,1,0
645_2024-05-20,2,2024,2024-05-20,1,645,6,0,1,0
645_2024-05-22,2,2024,2024-05-22,1,645,6,0,1,0
645_2024-05-23,2,2024,2024-05-23,1,645,6,0,1,0
645_2024-05-24,2,2024,2024-05-24,1,645,6,0,1,0
645_2024-05-25,2,2024,2024-05-25,1,645,6,0,1,0
645_2024-05-26,2,2024,2024-05-26,1,645,6,0,1,0
645_2024-05-27,2,2024,2024-05-27,1,645,6,0,1,0
645_2024-05-28,2,2024,2024-05-28,1,645,6,0,1,0
645_2024-05-29,2,2024,2024-05-29,1,645,6,0,1,0
645_2024-05-30,2,2024,2024-05-30,1,645,6,0,1,0
645_2024-05-31,2,2024,2024-05-31,1,645,6,0,1,0
645_2024-06-01,2,2024,2024-06-01,1,645,6,0,1,0
645_2024-06-02,2,2024,2024-06-02,1,645,6,0,1,0
645_2024-06-03,2,2024,2024-06-03,1,645,6,0,1,0
645_2024-06-04,2,2024,2024-06-04,1,645,6,0,1,0
645_2024-06-05,2,2024,2024-06-05,1,645,6,0,1,0
645_2024-06-06,2,2024,2024-06-06,1,645,6,0,1,0
645_2024-06-07,2,2024,2024-06-07,1,645,6,0,1,0
645_2024-06-08,2,2024,2024-06-08,1,645,6,0,1,0
645_2024-06-09,2,2024,2024-06-09,1,645,6,0,1,0
645_2024-06-10,2,2024,2024-06-10,1,645,6,0,1,0
645_2024-06-11,2,2024,2024-06-11,1,645,6,0,1,0
645_2024-06-12,2,2024,2024-06-12,1,645,6,0,1,0
645_2024-06-13,2,2024,2024-06-13,1,645,6,0,1,0
645_2024-06-14,2,2024,2024-06-14,1,645,6,0,1,0
645_2024-06-15,2,2024,2024-06-15,1,645,6,0,1,0
645_2024-06-16,2,2024,2024-06-16,1,645,6,0,1,0
645_2024-06-17,2,2024,2024-06-17,1,645,6,0,1,0
645_2024-06-18,2,2024,2024-06-18,1,645,6,0,1,0
645_2024-06-19,2,2024,2024-06-19,1,645,6,0,1,0
645_2024-06-20,2,2024,2024-06-20,1,645,6,0,1,0
645_2024-06-21,2,2024,2024-06-21,1,645,6,0,1,0
645_2024-06-22,2,2024,2024-06-22,1,645,6,0,1,0
645_2024-06-23,2,2024,2024-06-23,1,645,6,0,1,0
645_2024-06-24,2,2024,2024-06-24,1,645,6,0,1,0
645_2024-06-25,2,2024,2024-06-25,1,645,6,0,1,0
645_2024-06-26,2,2024,2024-06-26,1,645,6,0,1,0
645_2024-06-27,2,2024,2024-06-27,1,645,6,0,1,0
645_2024-06-28,2,2024,2024-06-28,1,645,6,0,1,0
645_2024-06-29,2,2024,2024-06-29,1,645,6,0,1,0
645_2024-06-30,2,2024,2024-06-30,1,645,6,0,1,0
645_2024-07-01,2,2024,2024-07-01,1,645,6,0,1,0
645_2024-07-03,2,2024,2024-07-03,1,645,6,0,1,0
645_2024-07-02,2,2024,2024-07-02,1,645,6,0,1,0
645_2024-07-04,2,2024,2024-07-04,1,645,6,0,1,0
645_2024-07-05,2,2024,2024-07-05,1,645,6,0,1,0
645_2024-07-07,2,2024,2024-07-07,1,645,6,0,1,0
645_2024-07-06,2,2024,2024-07-06,1,645,6,0,1,0
645_2024-07-08,2,2024,2024-07-08,1,645,6,0,1,0
645_2024-07-09,2,2024,2024-07-09,1,645,6,0,1,0
645_2024-07-10,2,2024,2024-07-10,1,645,6,0,1,0
645_2024-07-11,2,2024,2024-07-11,1,645,6,0,1,0
645_2024-07-12,2,2024,2024-07-12,1,645,6,0,1,0
645_2024-07-13,2,2024,2024-07-13,1,645,6,0,1,0
645_2024-07-14,2,2024,2024-07-14,1,645,6,0,1,0
645_2024-07-15,2,2024,2024-07-15,1,645,6,0,1,0
645_2024-07-16,2,2024,2024-07-16,1,645,6,0,1,0
645_2024-07-17,2,2024,2024-07-17,1,645,6,0,1,0
645_2024-07-18,2,2024,2024-07-18,1,645,6,0,1,0
645_2024-07-19,2,2024,2024-07-19,1,645,6,0,1,0
645_2024-07-20,2,2024,2024-07-20,1,645,6,0,1,0
645_2024-07-21,2,2024,2024-07-21,1,645,6,0,1,0
645_2024-07-22,2,2024,2024-07-22,1,645,6,0,1,0
645_2024-07-23,2,2024,2024-07-23,1,645,6,0,1,0
645_2024-07-24,2,2024,2024-07-24,1,645,6,0,1,0
645_2024-07-25,2,2024,2024-07-25,1,645,6,0,1,0
645_2024-07-26,2,2024,2024-07-26,1,645,6,0,1,0
645_2024-07-27,2,2024,2024-07-27,1,645,6,0,1,0
645_2024-07-28,2,2024,2024-07-28,1,645,6,0,1,0
645_2024-07-29,2,2024,2024-07-29,1,645,6,0,1,0
645_2024-07-30,2,2024,2024-07-30,1,645,6,0,1,0
645_2024-07-31,2,2024,2024-07-31,1,645,6,0,1,0
645_2024-08-01,2,2024,2024-08-01,1,645,6,0,1,0
645_2024-08-02,2,2024,2024-08-02,1,645,6,0,1,0
1069_2024-01-01,4,2024,2024-01-01,1,1069,6,10236,1,0
1069_2024-01-02,0,2024,2024-01-02,1,1069,6,14754,1,0
1069_2024-01-03,0,2024,2024-01-03,1,1069,6,15487,1,0
1069_2024-01-04,3,2024,2024-01-04,1,1069,6,21586,1,0
1069_2024-01-05,0,2024,2024-01-05,1,1069,6,18352,1,0
1069_2024-01-06,4,2024,2024-01-06,1,1069,6,10187,1,0
1069_2024-01-07,4,2024,2024-01-07,1,1069,6,9476,1,0
1069_2024-01-08,3,2024,2024-01-08,1,1069,6,23172,1,0
1069_2024-01-09,0,2024,2024-01-09,1,1069,6,19406,1,0
1069_2024-01-10,0,2024,2024-01-10,1,1069,6,16808,1,0
1069_2024-01-11,0,2024,2024-01-11,1,1069,6,16520,1,0
1069_2024-01-12,3,2024,2024-01-12,1,1069,6,26572,1,0
1069_2024-01-13,4,2024,2024-01-13,1,1069,6,12750,1,0
1069_2024-01-14,4,2024,2024-01-14,1,1069,6,8808,1,0
1069_2024-01-16,3,2024,2024-01-16,1,1069,6,22440,1,0
1069_2024-01-15,3,2024,2024-01-15,1,1069,6,21211,1,0
1069_2024-01-17,3,2024,2024-01-17,1,1069,6,23138,1,0
1069_2024-01-18,0,2024,2024-01-18,1,1069,6,17968,1,0
1069_2024-01-19,0,2024,2024-01-19,1,1069,6,19996,1,0
1069_2024-01-20,4,2024,2024-01-20,1,1069,6,9755,1,0
1069_2024-01-21,4,2024,2024-01-21,1,1069,6,10897,1,0
1069_2024-01-22,3,2024,2024-01-22,1,1069,6,20940,1,0
1069_2024-01-23,0,2024,2024-01-23,1,1069,6,19819,1,0
1069_2024-01-24,3,2024,2024-01-24,1,1069,6,23061,1,0
1069_2024-01-25,0,2024,2024-01-25,1,1069,6,16993,1,0
1069_2024-01-26,3,2024,2024-01-26,1,1069,6,20875,1,0
1069_2024-01-27,0,2024,2024-01-27,1,1069,6,13465,1,0
1069_2024-01-28,4,2024,2024-01-28,1,1069,6,10301,1,0
1069_2024-01-29,3,2024,2024-01-29,1,1069,6,24177,1,0
1069_2024-01-30,0,2024,2024-01-30,1,1069,6,17586,1,0
1069_2024-01-31,0,2024,2024-01-31,1,1069,6,19936,1,0
1069_2024-02-01,0,2024,2024-02-01,1,1069,6,16616,1,0
1069_2024-02-02,3,2024,2024-02-02,1,1069,6,21087,1,0
1069_2024-02-03,0,2024,2024-02-03,1,1069,6,18025,1,0
1069_2024-02-04,4,2024,2024-02-04,1,1069,6,8645,1,0
1069_2024-02-05,0,2024,2024-02-05,1,1069,6,17586,1,0
1069_2024-02-06,3,2024,2024-02-06,1,1069,6,23799,1,0
1069_2024-02-07,0,2024,2024-02-07,1,1069,6,14239,1,0
1069_2024-02-08,0,2024,2024-02-08,1,1069,6,16668,1,0
1069_2024-02-09,0,2024,2024-02-09,1,1069,6,19695,1,0
1069_2024-02-10,0,2024,2024-02-10,1,1069,6,18719,1,0
1069_2024-02-11,4,2024,2024-02-11,1,1069,6,9646,1,0
1069_2024-02-12,0,2024,2024-02-12,1,1069,6,17470,1,0
1069_2024-02-13,0,2024,2024-02-13,1,1069,6,16571,1,0
1069_2024-02-14,3,2024,2024-02-14,1,1069,6,26588,1,0
1069_2024-02-15,3,2024,2024-02-15,1,1069,6,21469,1,0
1069_2024-02-16,0,2024,2024-02-16,1,1069,6,17388,1,0
1069_2024-02-17,4,2024,2024-02-17,1,1069,6,10891,1,0
1069_2024-02-18,0,2024,2024-02-18,1,1069,6,12907,1,0
1069_2024-02-19,0,2024,2024-02-19,1,1069,6,18172,1,0
1069_2024-02-20,0,2024,2024-02-20,1,1069,6,18761,1,0
1069_2024-02-21,0,2024,2024-02-21,1,1069,6,13454,1,0
1069_2024-02-22,3,2024,2024-02-22,1,1069,6,23612,1,0
1069_2024-02-23,3,2024,2024-02-23,1,1069,6,21682,1,0
1069_2024-02-24,0,2024,2024-02-24,1,1069,6,14965,1,0
1069_2024-02-25,4,2024,2024-02-25,1,1069,6,8005,1,0
1069_2024-02-26,3,2024,2024-02-26,1,1069,6,24920,1,0
1069_2024-02-27,0,2024,2024-02-27,1,1069,6,15051,1,0
1069_2024-02-28,0,2024,2024-02-28,1,1069,6,18798,1,0
1069_2024-02-29,0,2024,2024-02-29,1,1069,6,18044,1,0
1069_2024-03-01,0,2024,2024-03-01,1,1069,6,18774,1,0
1069_2024-03-02,0,2024,2024-03-02,1,1069,6,17988,1,0
1069_2024-03-03,4,2024,2024-03-03,1,1069,6,11597,1,0
1069_2024-03-04,0,2024,2024-03-04,1,1069,6,15968,1,0
1069_2024-03-05,0,2024,2024-03-05,1,1069,6,18639,1,0
1069_2024-03-06,3,2024,2024-03-06,1,1069,6,21854,1,0
1069_2024-03-07,4,2024,2024-03-07,1,1069,6,12633,1,0
1069_2024-03-08,3,2024,2024-03-08,1,1069,6,26737,1,0
1069_2024-03-09,0,2024,2024-03-09,1,1069,6,14330,1,0
1069_2024-03-11,0,2024,2024-03-11,1,1069,6,13543,1,0
1069_2024-03-12,0,2024,2024-03-12,1,1069,6,16009,1,0
1069_2024-03-13,3,2024,2024-03-13,1,1069,6,21376,1,0
1069_2024-03-14,3,2024,2024-03-14,1,1069,6,21278,1,0
1069_2024-03-15,3,2024,2024-03-15,1,1069,6,21270,1,0
1069_2024-03-16,0,2024,2024-03-16,1,1069,6,14481,1,0
1069_2024-03-17,4,2024,2024-03-17,1,1069,6,12145,1,0
1069_2024-03-18,0,2024,2024-03-18,1,1069,6,18102,1,0
1069_2024-03-20,3,2024,2024-03-20,1,1069,6,21326,1,0
1069_2024-03-19,0,2024,2024-03-19,1,1069,6,17316,1,0
1069_2024-03-21,3,2024,2024-03-21,1,1069,6,22642,1,0
1069_2024-03-22,0,2024,2024-03-22,1,1069,6,18780,1,0
1069_2024-03-23,4,2024,2024-03-23,1,1069,6,11397,1,0
1069_2024-03-24,4,2024,2024-03-24,1,1069,6,12674,1,0
1069_2024-03-25,0,2024,2024-03-25,1,1069,6,17266,1,0
1069_2024-03-26,0,2024,2024-03-26,1,1069,6,18756,1,0
1069_2024-03-27,0,2024,2024-03-27,1,1069,6,18714,1,0
1069_2024-03-28,4,2024,2024-03-28,1,1069,6,9414,1,0
1069_2024-03-29,4,2024,2024-03-29,1,1069,6,7537,1,0
1069_2024-03-30,4,2024,2024-03-30,1,1069,6,9427,1,0
1069_2024-03-31,4,2024,2024-03-31,1,1069,6,7458,1,0
1069_2024-04-01,4,2024,2024-04-01,1,1069,6,9614,1,0
1069_2024-04-02,0,2024,2024-04-02,1,1069,6,18924,1,0
1069_2024-04-03,4,2024,2024-04-03,1,1069,6,12099,1,0
1069_2024-04-04,0,2024,2024-04-04,1,1069,6,14777,1,0
1069_2024-04-05,0,2024,2024-04-05,1,1069,6,18432,1,0
1069_2024-04-06,0,2024,2024-04-06,1,1069,6,13466,1,0
1069_2024-04-07,4,2024,2024-04-07,1,1069,6,9540,1,0
1069_2024-04-08,0,2024,2024-04-08,1,1069,6,17452,1,0
1069_2024-04-09,0,2024,2024-04-09,1,1069,6,20331,1,0
1069_2024-04-10,3,2024,2024-04-10,1,1069,6,25924,1,0
1069_2024-04-11,0,2024,2024-04-11,1,1069,6,17255,1,0
1069_2024-04-12,3,2024,2024-04-12,1,1069,6,21577,1,0
1069_2024-04-13,0,2024,2024-04-13,1,1069,6,15621,1,0
1069_2024-04-14,4,2024,2024-04-14,1,1069,6,10603,1,0
1069_2024-04-15,0,2024,2024-04-15,1,1069,6,17186,1,0
1069_2024-04-16,0,2024,2024-04-16,1,1069,6,19348,1,0
1069_2024-04-17,3,2024,2024-04-17,1,1069,6,24242,1,0
1069_2024-04-18,0,2024,2024-04-18,1,1069,6,18521,1,0
1069_2024-04-19,0,2024,2024-04-19,1,1069,6,16420,1,0
1069_2024-04-20,0,2024,2024-04-20,1,1069,6,13102,1,0
1069_2024-04-21,0,2024,2024-04-21,1,1069,6,17640,1,0
1069_2024-04-22,0,2024,2024-04-22,1,1069,6,18847,1,0
1069_2024-04-23,0,2024,2024-04-23,1,1069,6,16871,1,0
1069_2024-04-24,0,2024,2024-04-24,1,1069,6,13092,1,0
1069_2024-04-25,3,2024,2024-04-25,1,1069,6,26447,1,0
1069_2024-04-26,3,2024,2024-04-26,1,1069,6,23441,1,0
1069_2024-04-27,4,2024,2024-04-27,1,1069,6,11313,1,0
1069_2024-04-28,4,2024,2024-04-28,1,1069,6,9927,1,0
1069_2024-04-29,4,2024,2024-04-29,1,1069,6,9996,1,0
1069_2024-04-30,4,2024,2024-04-30,1,1069,6,12492,1,0
1069_2024-05-01,4,2024,2024-05-01,1,1069,6,8829,1,0
1069_2024-05-02,0,2024,2024-05-02,1,1069,6,13849,1,0
1069_2024-05-03,3,2024,2024-05-03,1,1069,6,21546,1,0
1069_2024-05-04,4,2024,2024-05-04,1,1069,6,11888,1,0
1069_2024-05-05,4,2024,2024-05-05,1,1069,6,8786,1,0
1069_2024-05-06,3,2024,2024-05-06,1,1069,6,24330,1,0
1069_2024-05-07,0,2024,2024-05-07,1,1069,6,18408,1,0
1069_2024-05-08,0,2024,2024-05-08,1,1069,6,19205,1,0
1069_2024-05-09,0,2024,2024-05-09,1,1069,6,13831,1,0
1069_2024-05-10,0,2024,2024-05-10,1,1069,6,19041,1,0
1069_2024-05-11,0,2024,2024-05-11,1,1069,6,18088,1,0
1069_2024-05-12,4,2024,2024-05-12,1,1069,6,10464,1,0
1069_2024-05-13,0,2024,2024-05-13,1,1069,6,16282,1,0
1069_2024-05-14,0,2024,2024-05-14,1,1069,6,17459,1,0
1069_2024-05-15,3,2024,2024-05-15,1,1069,6,23637,1,0
1069_2024-05-16,0,2024,2024-05-16,1,1069,6,19917,1,0
1069_2024-05-17,0,2024,2024-05-17,1,1069,6,18568,1,0
1069_2024-05-18,4,2024,2024-05-18,1,1069,6,12867,1,0
1069_2024-05-19,4,2024,2024-05-19,1,1069,6,12380,1,0
1069_2024-05-20,0,2024,2024-05-20,1,1069,6,18779,1,0
1069_2024-05-21,0,2024,2024-05-21,1,1069,6,16753,1,0
1069_2024-05-22,0,2024,2024-05-22,1,1069,6,17288,1,0
1069_2024-05-23,0,2024,2024-05-23,1,1069,6,15650,1,0
1069_2024-05-24,3,2024,2024-05-24,1,1069,6,26081,1,0
1069_2024-05-25,0,2024,2024-05-25,1,1069,6,14834,1,0
1069_2024-05-26,4,2024,2024-05-26,1,1069,6,9206,1,0
1069_2024-05-27,0,2024,2024-05-27,1,1069,6,16458,1,0
1069_2024-05-28,0,2024,2024-05-28,1,1069,6,15713,1,0
1069_2024-05-29,3,2024,2024-05-29,1,1069,6,24916,1,0
1069_2024-05-30,3,2024,2024-05-30,1,1069,6,23249,1,0
1069_2024-05-31,0,2024,2024-05-31,1,1069,6,17337,1,0
1069_2024-06-01,4,2024,2024-06-01,1,1069,6,12692,1,0
1069_2024-06-02,4,2024,2024-06-02,1,1069,6,9490,1,0
1069_2024-06-03,0,2024,2024-06-03,1,1069,6,16757,1,0
1069_2024-06-04,3,2024,2024-06-04,1,1069,6,24031,1,0
1069_2024-06-05,0,2024,2024-06-05,1,1069,6,18592,1,0
