_id,afluencia,año,fecha,mes,meterId,source,vehiculos,vel_circulacion,vel_media
10_2024-05-16,4,2024,2024-05-16,1,10,1,9488,0,96.20833333333333
10_2024-05-17,4,2024,2024-05-17,1,10,1,9690,0,98.04166666666667
10_2024-05-18,4,2024,2024-05-18,1,10,1,6730,0,101.35416666666667
10_2024-05-19,4,2024,2024-05-19,1,10,1,10496,2,104.79166666666667
10_2024-05-20,4,2024,2024-05-20,1,10,1,11960,0,95.4375
10_2024-05-21,4,2024,2024-05-21,1,10,1,11602,0,93.25
10_2024-05-22,4,2024,2024-05-22,1,10,1,10196,0,94.14583333333333
10_2024-05-23,4,2024,2024-05-23,1,10,1,9318,0,97.04166666666667
10_2024-05-24,4,2024,2024-05-24,1,10,1,10588,0,98.72916666666667
10_2024-05-25,2,2024,2024-05-25,1,10,1,2666,0,98.24
12_2024-01-01,2,2024,2024-01-01,1,12,1,4158,2,115.58333333333333
12_2024-01-02,4,2024,2024-01-02,1,12,1,8452,2,108.52083333333333
12_2024-01-03,4,2024,2024-01-03,1,12,1,8230,2,105.95833333333333
12_2024-01-04,4,2024,2024-01-04,1,12,1,8492,2,107.10416666666667
12_2024-01-05,4,2024,2024-01-05,1,12,1,7665,0,100.47916666666667
12_2024-01-07,4,2024,2024-01-07,1,12,1,5259,2,108.33333333333333
12_2024-01-06,2,2024,2024-01-06,1,12,1,3502,2,107.70833333333333
12_2024-01-08,4,2024,2024-01-08,1,12,1,9355,2,104.70833333333333
12_2024-01-09,4,2024,2024-01-09,1,12,1,9832,2,103.70833333333333
12_2024-01-10,4,2024,2024-01-10,1,12,1,9416,2,103.3125
12_2024-01-11,4,2024,2024-01-11,1,12,1,9592,2,103.10416666666667
12_2024-01-12,4,2024,2024-01-12,1,12,1,9507,2,105.28125
12_2024-01-13,2,2024,2024-01-13,1,12,1,4481,2,111.85416666666667
12_2024-01-14,2,2024,2024-01-14,1,12,1,4498,2,112.64583333333333
12_2024-01-15,4,2024,2024-01-15,1,12,1,9294,2,105.41666666666667
12_2024-01-16,4,2024,2024-01-16,1,12,1,10040,2,103.375
12_2024-01-17,4,2024,2024-01-17,1,12,1,9918,2,105.45833333333333
12_2024-01-18,4,2024,2024-01-18,1,12,1,10134,2,104.22916666666667
12_2024-01-19,4,2024,2024-01-19,1,12,1,9662,2,104.33333333333333
12_2024-01-20,2,2024,2024-01-20,1,12,1,4415,2,111.38541666666667
12_2024-01-21,2,2024,2024-01-21,1,12,1,4802,2,114.75
12_2024-01-22,4,2024,2024-01-22,1,12,1,9926,2,107.375
12_2024-01-23,4,2024,2024-01-23,1,12,1,9982,2,104.79166666666667
12_2024-01-24,4,2024,2024-01-24,1,12,1,10200,2,106.20833333333333
12_2024-01-25,4,2024,2024-01-25,1,12,1,10432,2,105.16666666666667
12_2024-01-26,4,2024,2024-01-26,1,12,1,9912,2,104.8125
12_2024-01-27,2,2024,2024-01-27,1,12,1,4773,2,111.91666666666667
12_2024-01-28,2,2024,2024-01-28,1,12,1,5020,2,112.375
12_2024-01-29,4,2024,2024-01-29,1,12,1,9684,2,107.25
12_2024-01-30,4,2024,2024-01-30,1,12,1,10396,2,105.83333333333333
12_2024-01-31,4,2024,2024-01-31,1,12,1,10306,2,103.45833333333333
12_2024-02-01,4,2024,2024-02-01,1,12,1,10166,2,105.22916666666667
12_2024-02-02,4,2024,2024-02-02,1,12,1,10227,2,105.26041666666667
12_2024-02-03,2,2024,2024-02-03,1,12,1,4736,2,108.52083333333333
12_2024-02-04,2,2024,2024-02-04,1,12,1,5058,2,112.875
12_2024-02-05,4,2024,2024-02-05,1,12,1,9766,2,106.125
12_2024-02-06,4,2024,2024-02-06,1,12,1,10093,2,105.3125
12_2024-02-07,4,2024,2024-02-07,1,12,1,10148,2,105.14583333333333
12_2024-02-08,4,2024,2024-02-08,1,12,1,10598,2,106.45833333333333
12_2024-02-09,4,2024,2024-02-09,1,12,1,10214,2,104.66666666666667
12_2024-02-10,2,2024,2024-02-10,1,12,1,4170,2,106.79166666666667
12_2024-02-11,2,2024,2024-02-11,1,12,1,4774,2,114.38
12_2024-02-12,4,2024,2024-02-12,1,12,1,9724,2,105.41304347826087
12_2024-02-13,4,2024,2024-02-13,1,12,1,10284,2,104.4375
12_2024-02-14,4,2024,2024-02-14,1,12,1,10297,2,105.89473684210526
12_2024-02-15,4,2024,2024-02-15,1,12,1,10918,2,103.34020618556701
12_2024-02-16,4,2024,2024-02-16,1,12,1,10282,2,104.22916666666667
12_2024-02-17,2,2024,2024-02-17,1,12,1,4650,2,111.14583333333333
12_2024-02-18,4,2024,2024-02-18,1,12,1,5570,2,113.36458333333333
12_2024-02-19,4,2024,2024-02-19,1,12,1,10076,2,103.45833333333333
12_2024-02-20,4,2024,2024-02-20,1,12,1,10184,2,104.75
12_2024-02-21,4,2024,2024-02-21,1,12,1,10524,2,106.54166666666667
12_2024-02-22,4,2024,2024-02-22,1,12,1,10438,2,104.375
12_2024-02-23,4,2024,2024-02-23,1,12,1,10078,2,105.64583333333333
12_2024-02-24,2,2024,2024-02-24,1,12,1,4408,2,106.6
12_2024-02-25,2,2024,2024-02-25,1,12,1,4853,2,109.90721649484536
12_2024-02-26,4,2024,2024-02-26,1,12,1,10180,0,99.5
12_2024-02-27,4,2024,2024-02-27,1,12,1,10284,0,98.6875
12_2024-02-28,4,2024,2024-02-28,1,12,1,10469,2,101.97916666666667
12_2024-02-29,4,2024,2024-02-29,1,12,1,6396,0,96.76315789473684
12_2024-03-01,4,2024,2024-03-01,1,12,1,10072,2,106.10416666666667
12_2024-03-02,2,2024,2024-03-02,1,12,1,4668,2,107.52083333333333
12_2024-03-03,4,2024,2024-03-03,1,12,1,5168,2,110.14583333333333
12_2024-03-04,4,2024,2024-03-04,1,12,1,9802,2,105.64583333333333
12_2024-03-05,4,2024,2024-03-05,1,12,1,10328,2,104.4375
12_2024-03-06,4,2024,2024-03-06,1,12,1,10644,2,106.64583333333333
12_2024-03-07,4,2024,2024-03-07,1,12,1,10380,2,104.16666666666667
12_2024-03-08,4,2024,2024-03-08,1,12,1,10188,2,105.625
12_2024-03-09,2,2024,2024-03-09,1,12,1,4752,2,112.52083333333333
12_2024-03-10,4,2024,2024-03-10,1,12,1,5234,2,112.1875
12_2024-03-11,4,2024,2024-03-11,1,12,1,9858,2,103.60416666666667
12_2024-03-12,4,2024,2024-03-12,1,12,1,10317,2,104.15625
12_2024-03-13,4,2024,2024-03-13,1,12,1,10804,2,105.91666666666667
12_2024-03-14,4,2024,2024-03-14,1,12,1,10896,2,106.33333333333333
12_2024-03-15,4,2024,2024-03-15,1,12,1,10578,2,105.77083333333333
12_2024-03-16,4,2024,2024-03-16,1,12,1,5318,2,111.02083333333333
12_2024-03-17,4,2024,2024-03-17,1,12,1,5662,2,111.75
12_2024-03-18,4,2024,2024-03-18,1,12,1,9748,2,105.74736842105263
12_2024-03-19,4,2024,2024-03-19,1,12,1,11072,2,103.74226804123711
12_2024-03-20,4,2024,2024-03-20,1,12,1,10798,2,104.04166666666667
12_2024-03-21,4,2024,2024-03-21,1,12,1,10514,2,105.0625
12_2024-03-22,4,2024,2024-03-22,1,12,1,10724,2,105.21875
12_2024-03-23,4,2024,2024-03-23,1,12,1,5326,2,108.66666666666667
12_2024-03-24,4,2024,2024-03-24,1,12,1,5240,2,111.3125
12_2024-03-25,4,2024,2024-03-25,1,12,1,9694,2,104.95833333333333
12_2024-03-26,4,2024,2024-03-26,1,12,1,9880,2,102.70833333333333
12_2024-03-27,4,2024,2024-03-27,1,12,1,9950,2,107.375
12_2024-03-28,4,2024,2024-03-28,1,12,1,5184,2,111.79166666666667
12_2024-03-29,2,2024,2024-03-29,1,12,1,3980,2,107.75
12_2024-03-30,2,2024,2024-03-30,1,12,1,4424,2,111.375
12_2024-03-31,4,2024,2024-03-31,1,12,1,6454,2,111.69565217391305
12_2024-04-01,4,2024,2024-04-01,1,12,1,10980,2,109.85416666666667
12_2024-04-02,4,2024,2024-04-02,1,12,1,10462,2,105.83333333333333
12_2024-04-03,4,2024,2024-04-03,1,12,1,9734,2,106.35416666666667
12_2024-04-04,4,2024,2024-04-04,1,12,1,9824,2,106.20833333333333
12_2024-04-05,4,2024,2024-04-05,1,12,1,10122,2,107.1875
12_2024-04-06,4,2024,2024-04-06,1,12,1,6190,2,110.16666666666667
12_2024-04-07,4,2024,2024-04-07,1,12,1,8224,2,110.54166666666667
12_2024-04-08,4,2024,2024-04-08,1,12,1,11176,2,107
12_2024-04-10,4,2024,2024-04-10,1,12,1,7050,2,107.26923076923077
12_2024-04-11,4,2024,2024-04-11,1,12,1,11280,2,106.375
12_2024-04-12,4,2024,2024-04-12,1,12,1,10092,2,106.83333333333333
12_2024-04-13,4,2024,2024-04-13,1,12,1,5316,2,110.25
12_2024-04-14,4,2024,2024-04-14,1,12,1,5694,2,112.16666666666667
12_2024-04-15,4,2024,2024-04-15,1,12,1,10158,2,104.29166666666667
12_2024-04-16,4,2024,2024-04-16,1,12,1,10462,2,103.80208333333333
12_2024-04-17,4,2024,2024-04-17,1,12,1,9862,2,102.95744680851064
12_2024-04-18,4,2024,2024-04-18,1,12,1,10611,2,104.5204081632653
12_2024-04-19,4,2024,2024-04-19,1,12,1,10921,2,106.19791666666667
12_2024-04-20,4,2024,2024-04-20,1,12,1,5432,2,110.27083333333333
12_2024-04-21,4,2024,2024-04-21,1,12,1,5631,2,113.17708333333333
12_2024-04-22,4,2024,2024-04-22,1,12,1,10498,2,105.29166666666667
12_2024-04-23,4,2024,2024-04-23,1,12,1,10104,2,104.10416666666667
12_2024-04-24,4,2024,2024-04-24,1,12,1,10794,2,105.5625
12_2024-04-25,4,2024,2024-04-25,1,12,1,10896,2,104.97916666666667
12_2024-04-26,4,2024,2024-04-26,1,12,1,10796,2,106.25
12_2024-04-27,2,2024,2024-04-27,1,12,1,4928,2,110.83333333333333
12_2024-04-28,4,2024,2024-04-28,1,12,1,5612,2,112.16666666666667
12_2024-04-29,4,2024,2024-04-29,1,12,1,8478,2,107.25
12_2024-04-30,4,2024,2024-04-30,1,12,1,9361,2,106.5625
12_2024-05-01,2,2024,2024-05-01,1,12,1,4862,2,107.39583333333333
12_2024-05-02,4,2024,2024-05-02,1,12,1,9430,2,103.70833333333333
12_2024-05-03,4,2024,2024-05-03,1,12,1,9344,2,106.91666666666667
12_2024-05-04,2,2024,2024-05-04,1,12,1,4538,2,112.5625
12_2024-05-05,4,2024,2024-05-05,1,12,1,6540,2,112.0625
12_2024-05-06,4,2024,2024-05-06,1,12,1,10390,2,105.20833333333333
12_2024-05-07,4,2024,2024-05-07,1,12,1,10506,2,104.52083333333333
12_2024-05-08,4,2024,2024-05-08,1,12,1,10579,2,104.96875
12_2024-05-09,2,2024,2024-05-09,1,12,1,4760,2,105
12_2024-05-11,2,2024,2024-05-11,1,12,1,424,2,107.83333333333333
12_2024-05-12,4,2024,2024-05-12,1,12,1,6298,2,111.67708333333333
12_2024-05-13,4,2024,2024-05-13,1,12,1,10556,2,105.02083333333333
12_2024-05-14,4,2024,2024-05-14,1,12,1,9737,2,102.97777777777777
51_2024-01-01,2,2024,2024-01-01,1,51,5,0,1,0
51_2024-01-02,2,2024,2024-01-02,1,51,5,0,1,0
51_2024-01-03,2,2024,2024-01-03,1,51,5,0,1,0
51_2024-01-04,2,2024,2024-01-04,1,51,5,0,1,0
51_2024-01-05,2,2024,2024-01-05,1,51,5,0,1,0
51_2024-01-06,2,2024,2024-01-06,1,51,5,0,1,0
51_2024-01-07,2,2024,2024-01-07,1,51,5,0,1,0
51_2024-01-08,2,2024,2024-01-08,1,51,5,0,1,0
51_2024-01-09,2,2024,2024-01-09,1,51,5,0,1,0
51_2024-01-10,2,2024,2024-01-10,1,51,5,0,1,0
51_2024-01-11,2,2024,2024-01-11,1,51,5,0,1,0
51_2024-01-12,2,2024,2024-01-12,1,51,5,0,1,0
51_2024-01-13,2,2024,2024-01-13,1,51,5,0,1,0
51_2024-01-14,2,2024,2024-01-14,1,51,5,0,1,0
51_2024-01-15,2,2024,2024-01-15,1,51,5,0,1,0
51_2024-01-16,2,2024,2024-01-16,1,51,5,0,1,0
51_2024-01-17,2,2024,2024-01-17,1,51,5,0,1,0
51_2024-01-18,2,2024,2024-01-18,1,51,5,0,1,0
51_2024-01-19,2,2024,2024-01-19,1,51,5,0,1,0
51_2024-01-20,2,2024,2024-01-20,1,51,5,0,1,0
51_2024-01-21,2,2024,2024-01-21,1,51,5,0,1,0
51_2024-01-22,2,2024,2024-01-22,1,51,5,0,1,0
51_2024-01-23,2,2024,2024-01-23,1,51,5,0,1,0
51_2024-01-24,2,2024,2024-01-24,1,51,5,0,1,0
51_2024-01-25,2,2024,2024-01-25,1,51,5,0,1,0
51_2024-01-26,2,2024,2024-01-26,1,51,5,0,1,0
51_2024-01-27,2,2024,2024-01-27,1,51,5,0,1,0
53_2024-01-01,3,2024,2024-01-01,1,53,5,31393,4,10.533088235294118
53_2024-01-02,1,2024,2024-01-02,1,53,5,45201,4,15.293893129770993
53_2024-01-03,1,2024,2024-01-03,1,53,5,57141,4,15.754863813229573
53_2024-01-04,1,2024,2024-01-04,1,53,5,60404,4,17.18450184501845
53_2024-01-05,1,2024,2024-01-05,1,53,5,54822,4,15.636042402826854
53_2024-01-06,3,2024,2024-01-06,1,53,5,33298,4,11.920634920634921
53_2024-01-07,3,2024,2024-01-07,1,53,5,23003,1,6.596610169491526
53_2024-01-08,1,2024,2024-01-08,1,53,5,50668,4,17.9
53_2024-01-09,1,2024,2024-01-09,1,53,5,71042,4,18.221884498480243
53_2024-01-10,1,2024,2024-01-10,1,53,5,64309,4,16.963963963963963
53_2024-01-11,1,2024,2024-01-11,1,53,5,58324,4,18.76953125
53_2024-01-12,1,2024,2024-01-12,1,53,5,63316,4,19.806691449814128
53_2024-01-13,1,2024,2024-01-13,1,53,5,40805,4,14.010791366906474
53_2024-01-14,3,2024,2024-01-14,1,53,5,22630,4,9.464135021097047
53_2024-01-15,1,2024,2024-01-15,1,53,5,54544,4,15.148014440433213
53_2024-01-16,1,2024,2024-01-16,1,53,5,66181,4,17.376506024096386
53_2024-01-17,1,2024,2024-01-17,1,53,5,52505,4,13.527777777777779
53_2024-01-18,1,2024,2024-01-18,1,53,5,60009,4,14.051282051282051
53_2024-01-19,1,2024,2024-01-19,1,53,5,46933,4,15.51528384279476
53_2024-01-20,1,2024,2024-01-20,1,53,5,56045,4,16.846625766871167
53_2024-01-21,1,2024,2024-01-21,1,53,5,37854,4,12.535971223021583
53_2024-01-22,1,2024,2024-01-22,1,53,5,49154,4,14.225925925925926
53_2024-01-23,1,2024,2024-01-23,1,53,5,47438,4,14.431818181818182
53_2024-01-24,2,2024,2024-01-24,1,53,5,0,1,0
53_2024-01-25,2,2024,2024-01-25,1,53,5,1097,4,18.6
54_2024-01-01,3,2024,2024-01-01,1,54,5,27615,1,5.735714285714286
54_2024-01-02,1,2024,2024-01-02,1,54,5,53105,1,5.3879598662207355
54_2024-01-03,1,2024,2024-01-03,1,54,5,46953,1,5.58
54_2024-01-04,1,2024,2024-01-04,1,54,5,48489,1,5.76078431372549
54_2024-01-05,1,2024,2024-01-05,1,54,5,50945,1,6.185567010309279
54_2024-01-06,3,2024,2024-01-06,1,54,5,34115,1,5.718213058419244
54_2024-01-07,3,2024,2024-01-07,1,54,5,21985,1,5.5528455284552845
54_2024-01-08,1,2024,2024-01-08,1,54,5,60080,1,5.219653179190751
54_2024-01-09,1,2024,2024-01-09,1,54,5,48266,1,4.9772727272727275
54_2024-01-10,1,2024,2024-01-10,1,54,5,43161,1,4.8063241106719365
54_2024-01-11,1,2024,2024-01-11,1,54,5,53868,1,4.861952861952862
54_2024-01-12,1,2024,2024-01-12,1,54,5,55271,1,5.166064981949458
54_2024-01-13,1,2024,2024-01-13,1,54,5,43352,1,5.617100371747212
54_2024-01-14,3,2024,2024-01-14,1,54,5,27797,1,6.266666666666667
54_2024-01-15,1,2024,2024-01-15,1,54,5,45269,1,4.797101449275362
54_2024-01-16,1,2024,2024-01-16,1,54,5,44743,1,3.507142857142857
54_2024-01-17,3,2024,2024-01-17,1,54,5,32331,1,4.099547511312217
54_2024-01-18,1,2024,2024-01-18,1,54,5,73361,1,4.84
54_2024-01-19,1,2024,2024-01-19,1,54,5,38505,1,4.718487394957983
54_2024-01-20,1,2024,2024-01-20,1,54,5,44789,1,5.959595959595959
54_2024-01-21,3,2024,2024-01-21,1,54,5,25673,1,5.878228782287823
54_2024-01-22,1,2024,2024-01-22,1,54,5,54622,1,5.114864864864865
54_2024-01-23,3,2024,2024-01-23,1,54,5,32317,1,3.58203125
54_2024-01-24,2,2024,2024-01-24,1,54,5,0,1,0
54_2024-01-25,1,2024,2024-01-25,1,54,5,53464,1,6.7792792792792795
54_2024-01-26,1,2024,2024-01-26,1,54,5,38995,1,5.625
54_2024-01-27,2,2024,2024-01-27,1,54,5,628,1,6.666666666666667
55_2024-01-01,3,2024,2024-01-01,1,55,5,31959,1,5.8428571428571425
55_2024-01-02,1,2024,2024-01-02,1,55,5,47147,1,6.973977695167286
55_2024-01-03,1,2024,2024-01-03,1,55,5,51939,1,7.178832116788321
55_2024-01-04,1,2024,2024-01-04,1,55,5,52622,1,7.201413427561837
55_2024-01-05,1,2024,2024-01-05,1,55,5,47331,1,5.4572490706319705
55_2024-01-06,3,2024,2024-01-06,1,55,5,34610,1,4.151750972762646
55_2024-01-07,3,2024,2024-01-07,1,55,5,37162,1,4.306397306397306
55_2024-01-08,1,2024,2024-01-08,1,55,5,58825,1,6.203389830508475
55_2024-01-09,1,2024,2024-01-09,1,55,5,52344,1,6.609929078014185
55_2024-01-10,1,2024,2024-01-10,1,55,5,61949,1,5.846938775510204
55_2024-01-11,1,2024,2024-01-11,1,55,5,59506,1,5.779359430604982
55_2024-01-12,1,2024,2024-01-12,1,55,5,59038,1,7.116666666666666
55_2024-01-13,3,2024,2024-01-13,1,55,5,34011,1,6.256880733944954
55_2024-01-14,1,2024,2024-01-14,1,55,5,47510,1,5.984848484848484
55_2024-01-15,1,2024,2024-01-15,1,55,5,55142,1,5.645669291338582
55_2024-01-16,1,2024,2024-01-16,1,55,5,64002,1,6.2972136222910216
55_2024-01-17,1,2024,2024-01-17,1,55,5,48466,1,6.75
55_2024-01-18,1,2024,2024-01-18,1,55,5,70321,1,7.066037735849057
55_2024-01-19,1,2024,2024-01-19,1,55,5,60037,1,7.221014492753623
55_2024-01-20,1,2024,2024-01-20,1,55,5,42683,1,6.607638888888889
55_2024-01-21,1,2024,2024-01-21,1,55,5,41803,1,6.860294117647059
55_2024-01-22,1,2024,2024-01-22,1,55,5,68543,1,7.611486486486487
55_2024-01-23,1,2024,2024-01-23,1,55,5,45496,1,5.05
55_2024-01-24,2,2024,2024-01-24,1,55,5,0,1,0
55_2024-01-25,1,2024,2024-01-25,1,55,5,46225,4,8.99421965317919
55_2024-01-26,1,2024,2024-01-26,1,55,5,49424,1,7.271493212669683
56_2024-01-01,3,2024,2024-01-01,1,56,5,28140,4,16.85053380782918
56_2024-01-02,1,2024,2024-01-02,1,56,5,45452,4,16.347368421052632
56_2024-01-03,1,2024,2024-01-03,1,56,5,42069,4,16.906976744186046
56_2024-01-04,1,2024,2024-01-04,1,56,5,45532,4,16.399280575539567
56_2024-01-05,1,2024,2024-01-05,1,56,5,47147,4,15.753787878787879
56_2024-01-06,3,2024,2024-01-06,1,56,5,33928,4,15.86046511627907
56_2024-01-07,3,2024,2024-01-07,1,56,5,31117,4,14.76595744680851
56_2024-01-08,1,2024,2024-01-08,1,56,5,46381,4,14.376306620209059
56_2024-01-09,1,2024,2024-01-09,1,56,5,47490,4,15.10943396226415
56_2024-01-10,1,2024,2024-01-10,1,56,5,51601,4,15.19205298013245
56_2024-01-11,1,2024,2024-01-11,1,56,5,48613,4,15.511029411764707
56_2024-01-12,1,2024,2024-01-12,1,56,5,51763,4,15.037453183520599
56_2024-01-13,1,2024,2024-01-13,1,56,5,42993,4,16.053571428571427
56_2024-01-14,3,2024,2024-01-14,1,56,5,33045,4,17.57608695652174
56_2024-01-15,1,2024,2024-01-15,1,56,5,51174,4,15.50498338870432
56_2024-01-16,1,2024,2024-01-16,1,56,5,52153,4,16.049230769230768
56_2024-01-17,1,2024,2024-01-17,1,56,5,42381,4,15.517374517374517
56_2024-01-18,1,2024,2024-01-18,1,56,5,49494,4,15.438356164383562
56_2024-01-19,1,2024,2024-01-19,1,56,5,43877,4,15.061946902654867
56_2024-01-20,1,2024,2024-01-20,1,56,5,45038,4,16.53105590062112
56_2024-01-21,3,2024,2024-01-21,1,56,5,29052,4,17.056818181818183
56_2024-01-22,3,2024,2024-01-22,1,56,5,31003,4,14.797687861271676
297_2024-01-01,2,2024,2024-01-01,1,297,6,0,1,0
297_2024-01-02,2,2024,2024-01-02,1,297,6,0,1,0
297_2024-01-04,2,2024,2024-01-04,1,297,6,0,1,0
297_2024-01-03,2,2024,2024-01-03,1,297,6,0,1,0
297_2024-01-05,2,2024,2024-01-05,1,297,6,0,1,0
297_2024-01-06,2,2024,2024-01-06,1,297,6,0,1,0
297_2024-01-07,2,2024,2024-01-07,1,297,6,0,1,0
297_2024-01-08,2,2024,2024-01-08,1,297,6,2,1,0
297_2024-01-09,4,2024,2024-01-09,1,297,6,7612,1,0
297_2024-01-10,0,2024,2024-01-10,1,297,6,15850,1,0
297_2024-01-11,0,2024,2024-01-11,1,297,6,14293,1,0
297_2024-01-12,0,2024,2024-01-12,1,297,6,14222,1,0
297_2024-01-13,4,2024,2024-01-13,1,297,6,9365,1,0
297_2024-01-14,4,2024,2024-01-14,1,297,6,8591,1,0
297_2024-01-15,4,2024,2024-01-15,1,297,6,12439,1,0
297_2024-01-16,0,2024,2024-01-16,1,297,6,13045,1,0
297_2024-01-17,0,2024,2024-01-17,1,297,6,14334,1,0
297_2024-01-18,0,2024,2024-01-18,1,297,6,14164,1,0
297_2024-01-19,0,2024,2024-01-19,1,297,6,14966,1,0
297_2024-01-20,4,2024,2024-01-20,1,297,6,8753,1,0
297_2024-01-21,4,2024,2024-01-21,1,297,6,8201,1,0
297_2024-01-22,0,2024,2024-01-22,1,297,6,13276,1,0
297_2024-01-23,0,2024,2024-01-23,1,297,6,13615,1,0
297_2024-01-24,0,2024,2024-01-24,1,297,6,14049,1,0
297_2024-01-25,4,2024,2024-01-25,1,297,6,12506,1,0
297_2024-01-26,0,2024,2024-01-26,1,297,6,14452,1,0
297_2024-01-27,4,2024,2024-01-27,1,297,6,9814,1,0
297_2024-01-28,4,2024,2024-01-28,1,297,6,7697,1,0
297_2024-01-29,4,2024,2024-01-29,1,297,6,12752,1,0
297_2024-01-30,4,2024,2024-01-30,1,297,6,12243,1,0
297_2024-01-31,0,2024,2024-01-31,1,297,6,12933,1,0
297_2024-02-01,0,2024,2024-02-01,1,297,6,15038,1,0
297_2024-02-02,0,2024,2024-02-02,1,297,6,15286,1,0
297_2024-02-03,4,2024,2024-02-03,1,297,6,10362,1,0
297_2024-02-04,4,2024,2024-02-04,1,297,6,6930,1,0
297_2024-02-05,4,2024,2024-02-05,1,297,6,12511,1,0
297_2024-02-06,0,2024,2024-02-06,1,297,6,13597,1,0
297_2024-02-07,0,2024,2024-02-07,1,297,6,13607,1,0
297_2024-02-08,0,2024,2024-02-08,1,297,6,15282,1,0
297_2024-02-09,0,2024,2024-02-09,1,297,6,14946,1,0
297_2024-02-10,4,2024,2024-02-10,1,297,6,10540,1,0
297_2024-02-11,4,2024,2024-02-11,1,297,6,7467,1,0
297_2024-02-12,0,2024,2024-02-12,1,297,6,13312,1,0
297_2024-02-13,4,2024,2024-02-13,1,297,6,12251,1,0
297_2024-02-14,0,2024,2024-02-14,1,297,6,14661,1,0
297_2024-02-15,0,2024,2024-02-15,1,297,6,14546,1,0
297_2024-02-16,0,2024,2024-02-16,1,297,6,14827,1,0
297_2024-02-17,4,2024,2024-02-17,1,297,6,10739,1,0
297_2024-02-18,4,2024,2024-02-18,1,297,6,7999,1,0
297_2024-02-19,4,2024,2024-02-19,1,297,6,12421,1,0
297_2024-02-20,0,2024,2024-02-20,1,297,6,14320,1,0
297_2024-02-21,0,2024,2024-02-21,1,297,6,13739,1,0
297_2024-02-22,0,2024,2024-02-22,1,297,6,13501,1,0
297_2024-02-23,0,2024,2024-02-23,1,297,6,15974,1,0
297_2024-02-24,4,2024,2024-02-24,1,297,6,11665,1,0
297_2024-02-25,4,2024,2024-02-25,1,297,6,8384,1,0
297_2024-02-26,0,2024,2024-02-26,1,297,6,14443,1,0
297_2024-02-27,4,2024,2024-02-27,1,297,6,10490,1,0
297_2024-02-28,0,2024,2024-02-28,1,297,6,15625,1,0
297_2024-02-29,0,2024,2024-02-29,1,297,6,15566,1,0
297_2024-03-01,0,2024,2024-03-01,1,297,6,14794,1,0
297_2024-03-02,4,2024,2024-03-02,1,297,6,11015,1,0
297_2024-03-03,4,2024,2024-03-03,1,297,6,8258,1,0
297_2024-03-05,0,2024,2024-03-05,1,297,6,13659,1,0
297_2024-03-04,0,2024,2024-03-04,1,297,6,13023,1,0
297_2024-03-06,0,2024,2024-03-06,1,297,6,13264,1,0
297_2024-03-07,0,2024,2024-03-07,1,297,6,13841,1,0
297_2024-03-08,0,2024,2024-03-08,1,297,6,14700,1,0
297_2024-03-09,4,2024,2024-03-09,1,297,6,10379,1,0
297_2024-03-11,4,2024,2024-03-11,1,297,6,11084,1,0
297_2024-03-12,0,2024,2024-03-12,1,297,6,14328,1,0
297_2024-03-13,0,2024,2024-03-13,1,297,6,13773,1,0
297_2024-03-14,0,2024,2024-03-14,1,297,6,14483,1,0
297_2024-03-15,0,2024,2024-03-15,1,297,6,14035,1,0
297_2024-03-17,4,2024,2024-03-17,1,297,6,7788,1,0
297_2024-03-16,4,2024,2024-03-16,1,297,6,9329,1,0
297_2024-03-18,0,2024,2024-03-18,1,297,6,13692,1,0
297_2024-03-19,0,2024,2024-03-19,1,297,6,13729,1,0
297_2024-03-20,4,2024,2024-03-20,1,297,6,7718,1,0
297_2024-03-21,2,2024,2024-03-21,2,297,6,70,1,0
346_2024-01-01,0,2024,2024-01-01,1,346,6,14624,1,0
346_2024-01-02,0,2024,2024-01-02,1,346,6,14537,1,0
346_2024-01-03,3,2024,2024-01-03,1,346,6,31716,1,0
346_2024-01-04,1,2024,2024-01-04,1,346,6,38020,1,0
346_2024-01-05,3,2024,2024-01-05,1,346,6,28758,1,0
346_2024-01-06,4,2024,2024-01-06,1,346,6,10472,1,0
346_2024-01-07,3,2024,2024-01-07,1,346,6,24135,1,0
346_2024-01-08,3,2024,2024-01-08,1,346,6,31955,1,0
346_2024-01-09,3,2024,2024-01-09,1,346,6,22867,1,0
346_2024-01-10,3,2024,2024-01-10,1,346,6,31854,1,0
346_2024-01-11,3,2024,2024-01-11,1,346,6,26811,1,0
346_2024-01-12,3,2024,2024-01-12,1,346,6,24077,1,0
346_2024-01-13,3,2024,2024-01-13,1,346,6,36492,1,0
346_2024-01-14,3,2024,2024-01-14,1,346,6,20779,1,0
346_2024-01-15,3,2024,2024-01-15,1,346,6,22252,1,0
346_2024-01-16,3,2024,2024-01-16,1,346,6,35348,1,0
346_2024-01-17,3,2024,2024-01-17,1,346,6,23148,1,0
346_2024-01-18,0,2024,2024-01-18,1,346,6,16004,1,0
346_2024-01-19,0,2024,2024-01-19,1,346,6,19598,1,0
346_2024-01-20,3,2024,2024-01-20,1,346,6,30278,1,0
346_2024-01-21,3,2024,2024-01-21,1,346,6,24998,1,0
346_2024-01-22,3,2024,2024-01-22,1,346,6,23182,1,0
346_2024-01-23,3,2024,2024-01-23,1,346,6,20822,1,0
346_2024-01-24,1,2024,2024-01-24,1,346,6,40000,1,0
