_id,MAE RF,MAE RL,MAE RN,MSE RF,MSE RL,MSE RN,Prediccion RF,Prediccion RL,Prediccion RN,R2 RF,R2 RL,R2 RN,medida
Tolueno,0.5054039455536266,0.6104607607482772,0.46519225316678536,0.7691776025611053,0.8973091416078721,0.7693667348710636,1.1428025764371141,1.1182124633381711,1.07163667678833,0.588303415004775,0.5197219627106731,0.588202183344021,Tolueno
SO2,0.5850534100512401,0.6519236396127166,0.5725262805535202,0.640611362611214,0.7591211603779502,0.6088820073476194,4.040614971849781,4.024755757659556,4.0032806396484375,0.48917293206769796,0.3946725593804711,0.5144740966468238,SO2
"PM2,5",1.4843803851594652,1.7676406956644706,1.3488572490656818,4.729968751803566,5.862340718541118,3.696617724578821,6.754345019933128,6.774456596778031,6.597036838531494,0.6411945205519438,0.555295165237201,0.7195823556978184,"PM2,5"
PM10,3.017696277006173,3.2540721551188434,2.8573800379847305,22.55711293475618,22.62402846040489,20.13391069254289,13.567517843364199,13.457386117985491,12.852083206176758,0.6515107966539556,0.6504770057476349,0.6889473170711633,PM10
03 8h,9.519432870370371,10.511690398059768,7.877321875242539,162.74177605762895,196.30604482108913,114.03030974288211,63.980104580026456,64.08419447982513,61.2614860534668,0.49277830603540296,0.38816764200494114,0.6445986502530798,03 8h
NOX,3.0347077546296295,9.473123463685724,7.09532437854343,44.821798706054686,168.69592067320283,114.84607834476947,9.826692708333333,9.834968511806093,9.454743385314941,0.8523724138341239,0.4443736689743576,0.6217365251706164,NOX
