_id,cause,cityTown,incidenceType,province,road,sourceId,startDate,clave_union,nivel_incidencias
216062,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216061,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216054,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216055,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216053,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-01-02T22:53:21.000Z,2024-01-02_BIZKAIA_Vialidad invernal tramos,0
216052,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216051,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216050,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216049,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216047,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216048,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216046,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216060,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Vialidad invernal tramos,1
216044,Desconocida,road,Puertos de montaña,ARABA,A-3102,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Puertos de montaña,0
216043,Desconocida,road,Puertos de montaña,GIPUZKOA,GI-2130,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Puertos de montaña,0
216045,Desconocida,road,Puertos de montaña,GIPUZKOA,N-634,1,2024-01-02T22:53:21.000Z,2024-01-02_GIPUZKOA_Puertos de montaña,0
215689,Obras,Eibar,Obras,GIPUZKOA,AP-1,1,2024-01-01T23:21:16.000Z,2024-01-01_GIPUZKOA_Obras,0
216318,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
216319,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
216056,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
219672,Desconocida,road,Puertos de montaña,ARABA,A-2521,1,2024-01-08T23:46:00.000Z,2024-01-08_ARABA_Puertos de montaña,0
217753,Otros,road,Puertos de montaña,ARABA,A-2128,1,2024-01-06T23:48:48.000Z,2024-01-06_ARABA_Puertos de montaña,0
216466,Caída de objetos,Morga,Seguridad vial,BIZKAIA,BI-2121,1,2024-01-04T21:53:40.000Z,2024-01-04_BIZKAIA_Seguridad vial,1
216317,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
216059,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216058,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216833,Desconocida,road,Puertos de montaña,ARABA,A-2124,1,2024-01-05T23:15:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
215688,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-01-01T23:25:10.000Z,2024-01-01_GIPUZKOA_Obras,0
219051,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
217751,Desprendimiento,Salvatierra/Agurain,Seguridad vial,ARABA,A-2128,1,2024-01-06T23:30:09.000Z,2024-01-06_ARABA_Seguridad vial,0
216316,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
216057,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-02T22:53:21.000Z,2024-01-02_ARABA_Vialidad invernal tramos,2
216315,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
215687,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-01-01T22:44:54.000Z,2024-01-01_BIZKAIA_Obras,0
217750,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219671,Obras,Santurtzi,Obras,BIZKAIA,A-8,1,2024-01-08T23:27:18.000Z,2024-01-08_BIZKAIA_Obras,1
216314,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
215686,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-01-01T22:45:58.000Z,2024-01-01_BIZKAIA_Obras,0
217749,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
219670,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-01-08T21:48:37.000Z,2024-01-08_BIZKAIA_Obras,1
216313,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
215685,Obras,Andoain,Obras,GIPUZKOA,N-1,1,2024-01-01T21:40:17.000Z,2024-01-01_GIPUZKOA_Obras,0
217748,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
215684,Avería,Elgoibar,Seguridad vial,GIPUZKOA,GI-2634,1,2024-01-01T20:43:54.000Z,2024-01-01_GIPUZKOA_Seguridad vial,1
219669,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-01-08T21:48:53.000Z,2024-01-08_BIZKAIA_Obras,1
216827,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2126,1,2024-01-05T22:42:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
216828,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2124,1,2024-01-05T22:43:17.000Z,2024-01-05_ARABA_Puertos de montaña,2
217747,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219668,Obras,Bilbao,Obras,BIZKAIA,BI-636,1,2024-01-08T22:09:22.000Z,2024-01-08_BIZKAIA_Obras,1
216312,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
216826,Vuelco,Andoain,Accidente,GIPUZKOA,N-1,1,2024-01-05T22:18:49.000Z,2024-01-05_GIPUZKOA_Accidente,0
219050,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
215683,Salida,Getxo,Accidente,BIZKAIA,BI-637,1,2024-01-01T20:45:25.000Z,2024-01-01_BIZKAIA_Accidente,0
219667,Avería,Itsasondo,Seguridad vial,GIPUZKOA,N-1,1,2024-01-08T22:32:04.000Z,2024-01-08_GIPUZKOA_Seguridad vial,0
216465,Avería,Azkoitia,Seguridad vial,GIPUZKOA,GI-631,1,2024-01-04T22:17:17.000Z,2024-01-04_GIPUZKOA_Seguridad vial,1
216825,Caída de objetos,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-01-05T22:23:24.000Z,2024-01-05_BIZKAIA_Seguridad vial,0
217746,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219049,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
216464,Avería,Idiazabal,Seguridad vial,GIPUZKOA,N-1,1,2024-01-04T21:44:19.000Z,2024-01-04_GIPUZKOA_Seguridad vial,1
217745,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219048,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
215682,Avería,Alonsotegi,Seguridad vial,BIZKAIA,BI-636,1,2024-01-01T18:02:09.000Z,2024-01-01_BIZKAIA_Seguridad vial,1
216824,Caída de objetos,Zuia,Seguridad vial,ARABA,N-622,1,2024-01-05T22:32:05.000Z,2024-01-05_ARABA_Seguridad vial,0
216311,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
219666,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
216463,Otros,Mallabia,Otras incidencias,BIZKAIA,N-634,1,2024-01-04T21:46:18.000Z,2024-01-04_BIZKAIA_Otras incidencias,0
216823,Nevando,road,Puertos de montaña,ARABA,A-2625,1,2024-01-05T21:31:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
216310,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-01-03T23:08:55.000Z,2024-01-03_BIZKAIA_Vialidad invernal tramos,0
219047,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
215681,Avería,Zierbena,Seguridad vial,BIZKAIA,A-8,1,2024-01-01T18:13:58.000Z,2024-01-01_BIZKAIA_Seguridad vial,1
217744,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219665,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
216462,Obras,Irura,Obras,GIPUZKOA,N-1,1,2024-01-04T20:03:32.000Z,2024-01-04_GIPUZKOA_Obras,0
216822,Desconocida,road,Puertos de montaña,ARABA,A-2124,1,2024-01-05T21:03:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
219046,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
215680,Unknown cause,Ispaster,Otras incidencias,BIZKAIA,BI-3238,1,2024-01-01T18:26:41.000Z,2024-01-01_BIZKAIA_Otras incidencias,0
217743,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
217742,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
219045,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
219044,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
219043,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
216461,Avería,Zierbena,Seguridad vial,BIZKAIA,A-8,1,2024-01-04T20:43:39.000Z,2024-01-04_BIZKAIA_Seguridad vial,1
215679,Avería,Arrigorriaga,Seguridad vial,BIZKAIA,A-8,1,2024-01-01T17:57:31.000Z,2024-01-01_BIZKAIA_Seguridad vial,1
215677,Caída de objetos,Elgoibar,Seguridad vial,GIPUZKOA,N-634,1,2024-01-01T14:53:08.000Z,2024-01-01_GIPUZKOA_Seguridad vial,1
215678,Caída de objetos,Aia,Seguridad vial,GIPUZKOA,GI-2631,1,2024-01-01T16:39:12.000Z,2024-01-01_GIPUZKOA_Seguridad vial,1
216821,Desconocida,road,Puertos de montaña,BIZKAIA,BI-3513,1,2024-01-05T21:06:00.000Z,2024-01-05_BIZKAIA_Puertos de montaña,0
219664,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
217741,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-01-06T22:04:19.000Z,2024-01-06_BIZKAIA_Vialidad invernal tramos,0
215676,Caída de objetos,Lemoiz,Seguridad vial,BIZKAIA,BI-2153,1,2024-01-01T12:58:20.000Z,2024-01-01_BIZKAIA_Seguridad vial,1
216820,Desconocida,road,Puertos de montaña,ARABA,A-2126,1,2024-01-05T21:29:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
219042,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-01-07T23:43:38.000Z,2024-01-07_BIZKAIA_Vialidad invernal tramos,0
216309,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
216308,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Vialidad invernal tramos,1
216819,Desconocida,road,Puertos de montaña,ARABA,A-132  ,1,2024-01-05T21:02:00.000Z,2024-01-05_ARABA_Puertos de montaña,2
219041,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
219040,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Vialidad invernal tramos,1
216307,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
216818,Caída de objetos,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-01-05T21:40:16.000Z,2024-01-05_BIZKAIA_Seguridad vial,0
219663,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
217740,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
216817,Otros,Ugao-Miraballes,Otras incidencias,BIZKAIA,AP-68,1,2024-01-05T21:51:38.000Z,2024-01-05_BIZKAIA_Otras incidencias,0
219039,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
217739,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Vialidad invernal tramos,1
216816,Unknown cause,Mendaro,Otras incidencias,GIPUZKOA,N-634,1,2024-01-05T20:05:09.000Z,2024-01-05_GIPUZKOA_Otras incidencias,0
219038,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
215675,Caída de objetos,Irun,Seguridad vial,GIPUZKOA,N-121A,1,2024-01-01T11:59:05.000Z,2024-01-01_GIPUZKOA_Seguridad vial,1
217738,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219662,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
216815,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2128,1,2024-01-05T19:42:13.000Z,2024-01-05_ARABA_Puertos de montaña,2
219037,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
216460,Avería,Deba,Seguridad vial,GIPUZKOA,N-634,1,2024-01-04T19:53:30.000Z,2024-01-04_GIPUZKOA_Seguridad vial,1
217737,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
216306,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
215674,Avería,Zambrana,Seguridad vial,ARABA,AP-68,1,2024-01-01T12:25:04.000Z,2024-01-01_ARABA_Seguridad vial,0
216459,Alcance,Andoain,Accidente,GIPUZKOA,N-1,1,2024-01-04T18:13:54.000Z,2024-01-04_GIPUZKOA_Accidente,0
217736,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
216814,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2124,1,2024-01-05T19:41:53.000Z,2024-01-05_ARABA_Puertos de montaña,2
215673,Otros,Valdegovía,Otras incidencias,ARABA,A-3320,1,2024-01-01T11:24:03.000Z,2024-01-01_ARABA_Otras incidencias,0
216305,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
216813,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2126,1,2024-01-05T19:41:38.000Z,2024-01-05_ARABA_Puertos de montaña,2
215672,Salida,Fruiz,Accidente,BIZKAIA,BI-2121,1,2024-01-01T10:28:44.000Z,2024-01-01_BIZKAIA_Accidente,0
217735,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
219036,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
216812,Salida,Orozko,Accidente,BIZKAIA,AP-68,1,2024-01-05T18:06:23.000Z,2024-01-05_BIZKAIA_Accidente,0
216811,Avería,Santurtzi,Seguridad vial,BIZKAIA,N-644,1,2024-01-05T18:38:45.000Z,2024-01-05_BIZKAIA_Seguridad vial,0
216304,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
219661,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
217734,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-06T22:04:19.000Z,2024-01-06_ARABA_Vialidad invernal tramos,2
216458,Avería,Amurrio,Seguridad vial,ARABA,AP-68,1,2024-01-04T17:23:10.000Z,2024-01-04_ARABA_Seguridad vial,0
216810,Otros,Orozko,Otras incidencias,BIZKAIA,AP-68,1,2024-01-05T18:56:38.000Z,2024-01-05_BIZKAIA_Otras incidencias,0
215671,Alcance,Legutiano,Accidente,ARABA,N-240,1,2024-01-01T09:07:07.000Z,2024-01-01_ARABA_Accidente,0
219035,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Vialidad invernal tramos,2
216303,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Vialidad invernal tramos,2
219660,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
215670,Alcance,Legutiano,Accidente,ARABA,N-240,1,2024-01-01T09:07:07.000Z,2024-01-01_ARABA_Accidente,0
219034,Desconocida,road,Puertos de montaña,GIPUZKOA,N-634,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Puertos de montaña,0
216302,Desconocida,road,Puertos de montaña,GIPUZKOA,N-634,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Puertos de montaña,0
217733,Desconocida,road,Puertos de montaña,GIPUZKOA,N-634,1,2024-01-06T22:04:19.000Z,2024-01-06_GIPUZKOA_Puertos de montaña,0
216457,Alcance,Leioa,Accidente,BIZKAIA,BI-637,1,2024-01-04T17:30:11.000Z,2024-01-04_BIZKAIA_Accidente,0
219033,Desconocida,road,Puertos de montaña,ARABA,A-3102,1,2024-01-07T23:43:38.000Z,2024-01-07_ARABA_Puertos de montaña,0
216301,Desconocida,road,Puertos de montaña,ARABA,A-3102,1,2024-01-03T23:08:55.000Z,2024-01-03_ARABA_Puertos de montaña,0
216456,Avería,Bilbao,Seguridad vial,BIZKAIA,A-8,1,2024-01-04T17:32:14.000Z,2024-01-04_BIZKAIA_Seguridad vial,1
219032,Nieve / Hielo,road,Puertos de montaña,GIPUZKOA,GI-2130,1,2024-01-07T23:43:38.000Z,2024-01-07_GIPUZKOA_Puertos de montaña,0
219659,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
216455,Avería,Muskiz,Seguridad vial,BIZKAIA,BI-2701,1,2024-01-04T17:43:09.000Z,2024-01-04_BIZKAIA_Seguridad vial,1
216300,Desconocida,road,Puertos de montaña,GIPUZKOA,GI-2130,1,2024-01-03T23:08:55.000Z,2024-01-03_GIPUZKOA_Puertos de montaña,0
219658,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
219657,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-01-08T21:15:00.000Z,2024-01-08_BIZKAIA_Vialidad invernal tramos,0
216454,Alcance,Hondarribia,Accidente,GIPUZKOA,N-638,1,2024-01-04T16:42:57.000Z,2024-01-04_GIPUZKOA_Accidente,0
219656,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
219655,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-01-08T21:15:00.000Z,2024-01-08_GIPUZKOA_Vialidad invernal tramos,1
219654,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
219653,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-01-08T21:15:00.000Z,2024-01-08_ARABA_Vialidad invernal tramos,1
216453,Salida,Zambrana,Accidente,ARABA,A-2120,1,2024-01-04T15:20:13.000Z,2024-01-04_ARABA_Accidente,0
216452,Avería,Zigoitia,Seguridad vial,ARABA,N-622,1,2024-01-04T15:32:29.000Z,2024-01-04_ARABA_Seguridad vial,0
216451,Avería,Irun,Seguridad vial,GIPUZKOA,N-121A,1,2024-01-04T15:32:42.000Z,2024-01-04_GIPUZKOA_Seguridad vial,1
216450,Avería,Kuartango,Seguridad vial,ARABA,AP-68,1,2024-01-04T15:39:22.000Z,2024-01-04_ARABA_Seguridad vial,0
216449,Alcance,Leioa,Accidente,BIZKAIA,BI-637,1,2024-01-04T14:34:13.000Z,2024-01-04_BIZKAIA_Accidente,0
216448,Obras,Zuia,Obras,ARABA,AP-68,1,2024-01-04T13:04:11.000Z,2024-01-04_ARABA_Obras,0
216447,Alcance,Gatika,Accidente,BIZKAIA,BI-634,1,2024-01-04T13:29:50.000Z,2024-01-04_BIZKAIA_Accidente,0
220068,Nieve / Hielo,road,Puertos de montaña,ARABA,A-3102,1,2024-01-09T23:19:10.000Z,2024-01-09_ARABA_Puertos de montaña,2
220067,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2620,1,2024-01-09T23:17:43.000Z,2024-01-09_ARABA_Puertos de montaña,2
220066,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2124,1,2024-01-09T23:18:05.000Z,2024-01-09_ARABA_Puertos de montaña,2
220065,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2622,1,2024-01-09T23:19:16.000Z,2024-01-09_ARABA_Puertos de montaña,2
220064,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2124,1,2024-01-09T23:18:37.000Z,2024-01-09_ARABA_Puertos de montaña,2
220063,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2126,1,2024-01-09T23:22:19.000Z,2024-01-09_ARABA_Puertos de montaña,2
220062,Nieve / Hielo,road,Puertos de montaña,ARABA,A-2521,1,2024-01-09T23:19:49.000Z,2024-01-09_ARABA_Puertos de montaña,2
220061,Nieve / Hielo,road,Puertos de montaña,ARABA,A-132  ,1,2024-01-09T23:16:19.000Z,2024-01-09_ARABA_Puertos de montaña,2
220060,Nieve / Hielo,road,Puertos de montaña,ARABA,A-624,1,2024-01-09T23:17:11.000Z,2024-01-09_ARABA_Puertos de montaña,2
220059,Avería,Soraluze-Placencia de las Armas,Seguridad vial,GIPUZKOA,AP-1,1,2024-01-09T23:04:23.000Z,2024-01-09_GIPUZKOA_Seguridad vial,0
220058,Avería,Amurrio,Seguridad vial,ARABA,A-3616,1,2024-01-09T23:10:44.000Z,2024-01-09_ARABA_Seguridad vial,0
220057,Caída de objetos,Berriatua,Seguridad vial,BIZKAIA,BI-633,1,2024-01-09T23:26:37.000Z,2024-01-09_BIZKAIA_Seguridad vial,0
220055,Obras,Bilbao,Obras,BIZKAIA,BI-636,1,2024-01-09T22:17:57.000Z,2024-01-09_BIZKAIA_Obras,1
220054,Obras,Barakaldo,Obras,BIZKAIA,A-8,1,2024-01-09T22:18:04.000Z,2024-01-09_BIZKAIA_Obras,1
220053,Obras,Barakaldo,Obras,BIZKAIA,A-8,1,2024-01-09T22:31:02.000Z,2024-01-09_BIZKAIA_Obras,1
220052,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-01-09T21:22:00.000Z,2024-01-09_ARABA_Vialidad invernal tramos,0
220051,Desconocida,road,Puertos de montaña,ARABA,A-2124,1,2024-01-09T21:23:00.000Z,2024-01-09_ARABA_Puertos de montaña,2
220050,Desconocida,road,Puertos de montaña,ARABA,A-2126,1,2024-01-09T21:30:00.000Z,2024-01-09_ARABA_Puertos de montaña,2
220049,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-01-09T21:46:20.000Z,2024-01-09_BIZKAIA_Obras,1
