_id,cause,cityTown,incidenceType,province,road,sourceId,startDate,clave_union,nivel_incidencias
250726,Alcance,Soraluze-Placencia de las Armas,Accidente,GIPUZKOA,AP-1,1,2024-03-26T17:53:50.000Z,2024-03-26_GIPUZKOA_Accidente,0
250725,Salida,Güeñes,Accidente,BIZKAIA,BI-636,1,2024-03-26T15:51:15.000Z,2024-03-26_BIZKAIA_Accidente,0
250724,Salida,Artzentales,Accidente,BIZKAIA,BI-630,1,2024-03-26T16:30:18.000Z,2024-03-26_BIZKAIA_Accidente,0
250723,Avería,Zaratamo,Seguridad vial,BIZKAIA,BI-625,1,2024-03-26T16:42:55.000Z,2024-03-26_BIZKAIA_Seguridad vial,0
250722,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-03-26T15:41:38.000Z,2024-03-26_ARABA_Vialidad invernal tramos,0
250721,Desconocida,road,Vialidad invernal tramos,ARABA,N-240,1,2024-03-26T15:08:36.000Z,2024-03-26_ARABA_Vialidad invernal tramos,0
250998,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-03-27T22:13:26.000Z,2024-03-27_BIZKAIA_Obras,0
250997,Vuelco,Ajangiz,Accidente,BIZKAIA,BI-3224,1,2024-03-27T22:14:12.000Z,2024-03-27_BIZKAIA_Accidente,0
250996,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-03-27T22:16:40.000Z,2024-03-27_BIZKAIA_Obras,0
250995,Avería,Erandio,Seguridad vial,BIZKAIA,BI-637,1,2024-03-27T22:22:31.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250993,Desprendimiento,Gamiz-Fika,Seguridad vial,BIZKAIA,BI-3102,1,2024-03-27T21:40:15.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250994,Desprendimiento,Gabiria,Seguridad vial,GIPUZKOA,GI-3540,1,2024-03-27T21:06:40.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250992,Avería,Bilbao,Seguridad vial,BIZKAIA,AP-68,1,2024-03-27T21:52:06.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250991,Alcance,Galdakao,Accidente,BIZKAIA,N-634,1,2024-03-27T19:59:26.000Z,2024-03-27_BIZKAIA_Accidente,0
250989,Desprendimiento,Beizama,Seguridad vial,GIPUZKOA,GI-3720,1,2024-03-27T20:26:27.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250990,Avería,Kuartango,Seguridad vial,ARABA,AP-68,1,2024-03-27T20:09:34.000Z,2024-03-27_ARABA_Seguridad vial,0
250988,Desprendimiento,Ezkio-Itsaso,Seguridad vial,GIPUZKOA,GI-3351,1,2024-03-27T20:28:34.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250987,Desprendimiento,Elgoibar,Seguridad vial,GIPUZKOA,GI-3321,1,2024-03-27T20:41:27.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250986,Desprendimiento,Zaldibia,Seguridad vial,GIPUZKOA,GI-2133,1,2024-03-27T20:42:02.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250985,Desprendimiento,Arama,Seguridad vial,GIPUZKOA,GI-3871,1,2024-03-27T20:42:35.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250984,Avería,Alegia,Seguridad vial,GIPUZKOA,N-1,1,2024-03-27T20:43:03.000Z,2024-03-27_GIPUZKOA_Seguridad vial,1
250983,Desprendimiento,Mungia,Seguridad vial,BIZKAIA,BI-3108,1,2024-03-27T20:57:45.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250982,Caída de objetos,Bilbao,Seguridad vial,BIZKAIA,BI-631,1,2024-03-27T19:37:07.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250981,Avería,Amorebieta-Etxano,Seguridad vial,BIZKAIA,N-634,1,2024-03-27T19:56:38.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250980,Avería,Mallabia,Seguridad vial,BIZKAIA,BI-633,1,2024-03-27T18:14:55.000Z,2024-03-27_BIZKAIA_Seguridad vial,1
250979,Alcance,Vitoria-Gasteiz,Accidente,ARABA,N-622,1,2024-03-27T17:30:00.000Z,2024-03-27_ARABA_Accidente,0
251229,Avería,Labastida,Seguridad vial,ARABA,N-124,1,2024-03-28T22:40:55.000Z,2024-03-28_ARABA_Seguridad vial,0
251228,Alcance,Campezo/Kanpezu,Accidente,ARABA,A-132,1,2024-03-28T22:54:06.000Z,2024-03-28_ARABA_Accidente,0
251224,Salida,Laguardia,Accidente,ARABA,A-124,1,2024-03-28T20:09:50.000Z,2024-03-28_ARABA_Accidente,0
251222,Avería,Errenteria,Seguridad vial,GIPUZKOA,GI-2132,1,2024-03-28T19:39:30.000Z,2024-03-28_GIPUZKOA_Seguridad vial,0
251227,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-03-28T22:55:32.000Z,2024-03-28_BIZKAIA_Obras,0
251221,Alcance,Bilbao,Accidente,BIZKAIA,A-8,1,2024-03-28T19:42:08.000Z,2024-03-28_BIZKAIA_Accidente,0
251225,Alcance,Larrabetzu,Accidente,BIZKAIA,BI-2713,1,2024-03-28T21:48:29.000Z,2024-03-28_BIZKAIA_Accidente,0
251223,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-03-28T20:46:49.000Z,2024-03-28_GIPUZKOA_Obras,0
251226,Obras,Zalla,Obras,BIZKAIA,BI-636,1,2024-03-28T22:56:20.000Z,2024-03-28_BIZKAIA_Obras,0
251220,Otros,Zarautz,Otras incidencias,GIPUZKOA,N-634,1,2024-03-28T18:00:07.000Z,2024-03-28_GIPUZKOA_Otras incidencias,0
251216,Alcance,Bilbao,Accidente,BIZKAIA,BI-3723,1,2024-03-28T16:31:17.000Z,2024-03-28_BIZKAIA_Accidente,0
251219,Obras,Bergara,Obras,GIPUZKOA,AP-1,1,2024-03-28T18:05:56.000Z,2024-03-28_GIPUZKOA_Obras,0
251217,Avería,Arrasate/Mondragón,Seguridad vial,GIPUZKOA,AP-1,1,2024-03-28T17:33:54.000Z,2024-03-28_GIPUZKOA_Seguridad vial,0
251218,Alcance,Villabuena de Alava/Eskuernaga,Accidente,ARABA,N-622,1,2024-03-28T18:55:18.000Z,2024-03-28_ARABA_Accidente,0
251215,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-03-28T15:09:02.000Z,2024-03-28_ARABA_Vialidad invernal tramos,1
251213,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-28T15:09:02.000Z,2024-03-28_GIPUZKOA_Vialidad invernal tramos,0
251214,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-28T15:09:02.000Z,2024-03-28_GIPUZKOA_Vialidad invernal tramos,0
251211,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-28T15:09:02.000Z,2024-03-28_ARABA_Vialidad invernal tramos,1
251212,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-28T15:09:02.000Z,2024-03-28_ARABA_Vialidad invernal tramos,1
251210,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-28T15:09:02.000Z,2024-03-28_ARABA_Vialidad invernal tramos,1
251445,Avería,Segura,Seguridad vial,GIPUZKOA,GI-2637,1,2024-03-29T22:05:22.000Z,2024-03-29_GIPUZKOA_Seguridad vial,0
251443,Otros,Leza,Otras incidencias,ARABA,A-124,1,2024-03-29T21:16:09.000Z,2024-03-29_ARABA_Otras incidencias,0
251444,Obras,Legazpi,Obras,GIPUZKOA,N-1,1,2024-03-29T22:11:26.000Z,2024-03-29_GIPUZKOA_Obras,0
251442,Obras,Legazpi,Obras,GIPUZKOA,N-1,1,2024-03-29T20:12:00.000Z,2024-03-29_GIPUZKOA_Obras,0
251441,Alcance,Bilbao,Accidente,BIZKAIA,N-634,1,2024-03-29T20:39:11.000Z,2024-03-29_BIZKAIA_Accidente,0
251440,Otros,Leza,Otras incidencias,ARABA,A-2124,1,2024-03-29T20:53:02.000Z,2024-03-29_ARABA_Otras incidencias,0
251439,Desprendimiento,Elgoibar,Seguridad vial,GIPUZKOA,GI-2634,1,2024-03-29T18:32:30.000Z,2024-03-29_GIPUZKOA_Seguridad vial,0
251438,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251436,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251437,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251435,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251434,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251433,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251432,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251431,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251430,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251429,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-03-29T15:01:13.000Z,2024-03-29_BIZKAIA_Vialidad invernal tramos,0
251428,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251426,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-03-29T15:01:13.000Z,2024-03-29_ARABA_Vialidad invernal tramos,1
251427,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-03-29T15:01:13.000Z,2024-03-29_GIPUZKOA_Vialidad invernal tramos,1
251681,Avería,Deba,Seguridad vial,GIPUZKOA,N-634,1,2024-03-30T23:30:58.000Z,2024-03-30_GIPUZKOA_Seguridad vial,0
251679,Avería,Arrigorriaga,Seguridad vial,BIZKAIA,AP-68,1,2024-03-30T22:32:42.000Z,2024-03-30_BIZKAIA_Seguridad vial,0
251678,Avería,Bilbao,Seguridad vial,BIZKAIA,A-8,1,2024-03-30T21:34:59.000Z,2024-03-30_BIZKAIA_Seguridad vial,0
251677,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-03-30T19:55:24.000Z,2024-03-30_GIPUZKOA_Obras,0
251676,Alcance,Hondarribia,Accidente,GIPUZKOA,N-638,1,2024-03-30T20:16:39.000Z,2024-03-30_GIPUZKOA_Accidente,0
251675,Socavón,Okondo,Seguridad vial,ARABA,A-3641,1,2024-03-30T19:10:01.000Z,2024-03-30_ARABA_Seguridad vial,0
251674,Desconocida,road,Vialidad invernal tramos,ARABA,N-124,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251673,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251672,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,AP-1 ,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251671,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251670,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251669,Desconocida,road,Vialidad invernal tramos,ARABA,AP-1,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251668,Desconocida,road,Vialidad invernal tramos,ARABA,N-622,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251667,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251666,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-8,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251665,Desconocida,road,Vialidad invernal tramos,BIZKAIA,A-8,1,2024-03-30T18:22:32.000Z,2024-03-30_BIZKAIA_Vialidad invernal tramos,0
251664,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251663,Desconocida,road,Vialidad invernal tramos,GIPUZKOA,A-15,1,2024-03-30T18:22:32.000Z,2024-03-30_GIPUZKOA_Vialidad invernal tramos,1
251662,Desconocida,road,Vialidad invernal tramos,ARABA,A-124,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251712,Alcance,Bilbao,Accidente,BIZKAIA,BI-636,1,2024-03-31T23:03:46.000Z,2024-03-31_BIZKAIA_Accidente,0
251709,Alcance,Bilbao,Accidente,BIZKAIA,BI-636,1,2024-03-31T22:40:30.000Z,2024-03-31_BIZKAIA_Accidente,0
251661,Desconocida,road,Vialidad invernal tramos,ARABA,A-1,1,2024-03-30T18:22:32.000Z,2024-03-30_ARABA_Vialidad invernal tramos,1
251708,Otros,Campezo/Kanpezu,Otras incidencias,ARABA,A-132,1,2024-03-31T22:48:02.000Z,2024-03-31_ARABA_Otras incidencias,0
251707,Avería,Arrigorriaga,Seguridad vial,BIZKAIA,AP-68,1,2024-03-31T20:19:07.000Z,2024-03-31_BIZKAIA_Seguridad vial,1
251706,Obras,Idiazabal,Obras,GIPUZKOA,N-1,1,2024-03-31T19:15:31.000Z,2024-03-31_GIPUZKOA_Obras,1
251705,Avería,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-03-31T19:44:28.000Z,2024-03-31_BIZKAIA_Seguridad vial,1
251704,Avería,Amurrio,Seguridad vial,ARABA,AP-68,1,2024-03-31T18:34:35.000Z,2024-03-31_ARABA_Seguridad vial,0
251703,Salida,Hernani,Accidente,GIPUZKOA,GI-2132,1,2024-03-31T17:01:40.000Z,2024-03-31_GIPUZKOA_Accidente,0
251701,Salida,Legutiano,Accidente,ARABA,A-623,1,2024-03-31T16:48:07.000Z,2024-03-31_ARABA_Accidente,0
251700,Caída de objetos,Elgoibar,Seguridad vial,GIPUZKOA,GI-2636,1,2024-03-31T15:22:49.000Z,2024-03-31_GIPUZKOA_Seguridad vial,0
251699,Obras,Olaberria,Obras,GIPUZKOA,N-1,1,2024-03-31T15:35:46.000Z,2024-03-31_GIPUZKOA_Obras,1
251698,Salida,Zeanuri,Accidente,BIZKAIA,N-240,1,2024-03-31T15:48:42.000Z,2024-03-31_BIZKAIA_Accidente,0
251702,Avería,Urkabustaiz,Seguridad vial,ARABA,AP-68,1,2024-03-31T16:32:40.000Z,2024-03-31_ARABA_Seguridad vial,0
251697,Avería,Barakaldo,Seguridad vial,BIZKAIA,A-8,1,2024-03-31T09:41:38.000Z,2024-03-31_BIZKAIA_Seguridad vial,1
251696,Obras,Galdakao,Obras,BIZKAIA,A-8,1,2024-03-31T07:54:22.000Z,2024-03-31_BIZKAIA_Obras,0
251695,Obras,Bergara,Obras,GIPUZKOA,AP-1,1,2024-03-31T07:54:39.000Z,2024-03-31_GIPUZKOA_Obras,1
251693,Obras,Bergara,Obras,GIPUZKOA,AP-1,1,2024-03-31T07:55:04.000Z,2024-03-31_GIPUZKOA_Obras,1
251692,Obras,Erandio,Obras,BIZKAIA,BI-735,1,2024-03-31T07:55:38.000Z,2024-03-31_BIZKAIA_Obras,0
251691,Desprendimiento,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-03-31T07:56:22.000Z,2024-03-31_BIZKAIA_Seguridad vial,1
251850,Alcance,Artzentales,Accidente,BIZKAIA,BI-630,1,2024-04-01T22:43:47.000Z,2024-04-01_BIZKAIA_Accidente,1
251694,Obras,Bergara,Obras,GIPUZKOA,AP-1,1,2024-03-31T07:54:54.000Z,2024-03-31_GIPUZKOA_Obras,1
251847,Avería,Kuartango,Seguridad vial,ARABA,AP-68,1,2024-04-01T20:36:31.000Z,2024-04-01_ARABA_Seguridad vial,1
251846,Alcance,Bilbao,Accidente,BIZKAIA,N-634,1,2024-04-01T19:03:37.000Z,2024-04-01_BIZKAIA_Accidente,1
251844,Avería,Arrazua-Ubarrundia,Seguridad vial,ARABA,AP-1,1,2024-04-01T19:18:33.000Z,2024-04-01_ARABA_Seguridad vial,1
251849,Caída de objetos,Bilbao,Seguridad vial,BIZKAIA,BI-631,1,2024-04-01T21:14:38.000Z,2024-04-01_BIZKAIA_Seguridad vial,0
251848,Otros,Lemoiz,Otras incidencias,BIZKAIA,BI-2153,1,2024-04-01T20:19:28.000Z,2024-04-01_BIZKAIA_Otras incidencias,0
251845,Salida,Zigoitia,Accidente,ARABA,N-622,1,2024-04-01T19:11:56.000Z,2024-04-01_ARABA_Accidente,0
251840,Salida,Vitoria-Gasteiz,Accidente,ARABA,N-622,1,2024-04-01T18:23:20.000Z,2024-04-01_ARABA_Accidente,0
251843,Salida,Erandio,Accidente,BIZKAIA,BI-604,1,2024-04-01T19:27:24.000Z,2024-04-01_BIZKAIA_Accidente,1
251842,Avería,Ribera Alta,Seguridad vial,ARABA,AP-68,1,2024-04-01T19:42:58.000Z,2024-04-01_ARABA_Seguridad vial,1
251841,Alcance,Aretxabaleta,Accidente,GIPUZKOA,GI-627,1,2024-04-01T18:02:15.000Z,2024-04-01_GIPUZKOA_Accidente,0
251839,Avería,Arrasate/Mondragón,Seguridad vial,GIPUZKOA,AP-1,1,2024-04-01T18:43:12.000Z,2024-04-01_GIPUZKOA_Seguridad vial,0
251838,Salida,Izurtza,Accidente,BIZKAIA,BI-623,1,2024-04-01T15:59:44.000Z,2024-04-01_BIZKAIA_Accidente,1
251837,Avería,Arrazua-Ubarrundia,Seguridad vial,ARABA,AP-1,1,2024-04-01T16:38:56.000Z,2024-04-01_ARABA_Seguridad vial,1
251836,Alcance,Vitoria-Gasteiz,Accidente,ARABA,A-4107,1,2024-04-01T15:00:40.000Z,2024-04-01_ARABA_Accidente,0
251835,Desprendimiento,Valdegovía,Seguridad vial,ARABA,A-2622,1,2024-04-01T15:18:34.000Z,2024-04-01_ARABA_Seguridad vial,1
251834,Otros,Iruraiz-Gauna,Otras incidencias,ARABA,A-132,1,2024-04-01T15:21:23.000Z,2024-04-01_ARABA_Otras incidencias,0
251833,Otros,Izurtza,Otras incidencias,BIZKAIA,BI-623,1,2024-04-01T13:41:23.000Z,2024-04-01_BIZKAIA_Otras incidencias,0
251832,Avería,Idiazabal,Seguridad vial,GIPUZKOA,N-1,1,2024-04-01T12:40:56.000Z,2024-04-01_GIPUZKOA_Seguridad vial,0
251831,Obras,Dima,Obras,BIZKAIA,BI-3542,1,2024-04-01T11:04:24.000Z,2024-04-01_BIZKAIA_Obras,0
251999,Obras,Andoain,Obras,GIPUZKOA,N-1,1,2024-04-02T23:11:33.000Z,2024-04-02_GIPUZKOA_Obras,1
251997,Obras,Andoain,Obras,GIPUZKOA,N-1,1,2024-04-02T22:28:45.000Z,2024-04-02_GIPUZKOA_Obras,1
251996,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-02T21:02:11.000Z,2024-04-02_GIPUZKOA_Obras,1
251995,Obras,road,Obras,GIPUZKOA,N-1,1,2024-04-02T21:18:10.000Z,2024-04-02_GIPUZKOA_Obras,1
251994,Otros,Antzuola,Otras incidencias,GIPUZKOA,GI-631,1,2024-04-02T21:48:56.000Z,2024-04-02_GIPUZKOA_Otras incidencias,0
251993,Avería,Ordizia,Seguridad vial,GIPUZKOA,N-1,1,2024-04-02T20:21:46.000Z,2024-04-02_GIPUZKOA_Seguridad vial,0
251992,Salida,Azpeitia,Accidente,GIPUZKOA,GI-631,1,2024-04-02T19:15:14.000Z,2024-04-02_GIPUZKOA_Accidente,0
251991,Aceite,Kuartango,Seguridad vial,ARABA,AP-68,1,2024-04-02T19:42:35.000Z,2024-04-02_ARABA_Seguridad vial,0
251990,Salida,Eibar,Accidente,GIPUZKOA,N-634,1,2024-04-02T18:15:38.000Z,2024-04-02_GIPUZKOA_Accidente,0
251989,Otros,Leioa,Otras incidencias,BIZKAIA,BI-637,1,2024-04-02T18:23:54.000Z,2024-04-02_BIZKAIA_Otras incidencias,0
251988,Avería,Zambrana,Seguridad vial,ARABA,N-124,1,2024-04-02T18:52:34.000Z,2024-04-02_ARABA_Seguridad vial,0
251987,Caída de objetos,Galdakao,Seguridad vial,BIZKAIA,A-8,1,2024-04-02T17:16:46.000Z,2024-04-02_BIZKAIA_Seguridad vial,1
251984,Avería,Barakaldo,Seguridad vial,BIZKAIA,A-8,1,2024-04-02T16:36:24.000Z,2024-04-02_BIZKAIA_Seguridad vial,1
251983,Salida,Erandio,Accidente,BIZKAIA,BI-647,1,2024-04-02T16:42:01.000Z,2024-04-02_BIZKAIA_Accidente,0
251982,Avería,Getxo,Seguridad vial,BIZKAIA,BI-637,1,2024-04-02T14:58:51.000Z,2024-04-02_BIZKAIA_Seguridad vial,1
252261,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-03T22:43:39.000Z,2024-04-03_GIPUZKOA_Obras,1
251986,Caída de objetos,Idiazabal,Seguridad vial,GIPUZKOA,N-1,1,2024-04-02T17:47:54.000Z,2024-04-02_GIPUZKOA_Seguridad vial,0
251985,Otros,Orozko,Otras incidencias,BIZKAIA,AP-68,1,2024-04-02T16:12:38.000Z,2024-04-02_BIZKAIA_Otras incidencias,0
251980,Salida,Zuia,Accidente,ARABA,A-624,1,2024-04-02T14:05:44.000Z,2024-04-02_ARABA_Accidente,0
252262,Obras,Donostia-San Sebastián,Obras,GIPUZKOA,N-1,1,2024-04-03T22:42:09.000Z,2024-04-03_GIPUZKOA_Obras,1
251979,Desprendimiento,Ondarroa,Seguridad vial,BIZKAIA,BI-633,1,2024-04-02T14:36:49.000Z,2024-04-02_BIZKAIA_Seguridad vial,1
252260,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-03T22:44:20.000Z,2024-04-03_GIPUZKOA_Obras,1
252259,Obras,road,Obras,GIPUZKOA,N-1,1,2024-04-03T21:14:51.000Z,2024-04-03_GIPUZKOA_Obras,1
251981,Otros,Ribera Alta,Otras incidencias,ARABA,A-3310,1,2024-04-02T15:32:54.000Z,2024-04-02_ARABA_Otras incidencias,0
252258,Avería,Barakaldo,Seguridad vial,BIZKAIA,A-8,1,2024-04-03T20:08:19.000Z,2024-04-03_BIZKAIA_Seguridad vial,1
252257,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-03T20:53:31.000Z,2024-04-03_GIPUZKOA_Obras,1
252256,Avería,Mendaro,Seguridad vial,GIPUZKOA,N-634,1,2024-04-03T20:54:10.000Z,2024-04-03_GIPUZKOA_Seguridad vial,1
252255,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-03T20:54:57.000Z,2024-04-03_GIPUZKOA_Obras,1
252254,Avería,Bilbao,Seguridad vial,BIZKAIA,BI-604,1,2024-04-03T19:07:58.000Z,2024-04-03_BIZKAIA_Seguridad vial,1
252253,Caída de objetos,Lasarte-Oria,Seguridad vial,GIPUZKOA,N-1,1,2024-04-03T19:44:56.000Z,2024-04-03_GIPUZKOA_Seguridad vial,1
252252,Obras,Arrasate/Mondragón,Obras,GIPUZKOA,AP-1,1,2024-04-03T19:56:23.000Z,2024-04-03_GIPUZKOA_Obras,1
252251,Otros,Leioa,Otras incidencias,BIZKAIA,BI-637,1,2024-04-03T18:20:15.000Z,2024-04-03_BIZKAIA_Otras incidencias,0
252250,Avería,Iruraiz-Gauna,Seguridad vial,ARABA,A-132,1,2024-04-03T18:35:56.000Z,2024-04-03_ARABA_Seguridad vial,0
252249,Caída de objetos,Alonsotegi,Seguridad vial,BIZKAIA,BI-636,1,2024-04-03T18:49:39.000Z,2024-04-03_BIZKAIA_Seguridad vial,1
252248,Aceite,Oiartzun,Seguridad vial,GIPUZKOA,GI-2132,1,2024-04-03T18:52:30.000Z,2024-04-03_GIPUZKOA_Seguridad vial,1
252247,Salida,Iurreta,Accidente,BIZKAIA,BI-3341,1,2024-04-03T17:00:51.000Z,2024-04-03_BIZKAIA_Accidente,0
252246,Caída de objetos,Ortuella,Seguridad vial,BIZKAIA,A-8,1,2024-04-03T16:53:05.000Z,2024-04-03_BIZKAIA_Seguridad vial,1
252245,Avería,Villabona,Seguridad vial,GIPUZKOA,N-1,1,2024-04-03T15:06:05.000Z,2024-04-03_GIPUZKOA_Seguridad vial,1
252243,Avería,Bilbao,Seguridad vial,BIZKAIA,N-634,1,2024-04-03T15:26:45.000Z,2024-04-03_BIZKAIA_Seguridad vial,1
252244,Caída de objetos,Zuia,Seguridad vial,ARABA,N-622,1,2024-04-03T15:22:29.000Z,2024-04-03_ARABA_Seguridad vial,0
252516,Obras,Andoain,Obras,GIPUZKOA,N-1,1,2024-04-04T22:43:10.000Z,2024-04-04_GIPUZKOA_Obras,0
252515,Obras,Tolosa,Obras,GIPUZKOA,N-1,1,2024-04-04T21:34:52.000Z,2024-04-04_GIPUZKOA_Obras,0
252514,Salida,Muskiz,Accidente,BIZKAIA,N-634,1,2024-04-04T20:36:27.000Z,2024-04-04_BIZKAIA_Accidente,1
252513,Alcance,Erandio,Accidente,BIZKAIA,BI-637,1,2024-04-04T18:28:44.000Z,2024-04-04_BIZKAIA_Accidente,1
252510,Caída de objetos,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-04-04T17:19:15.000Z,2024-04-04_BIZKAIA_Seguridad vial,1
252512,Otros,Amorebieta-Etxano,Otras incidencias,BIZKAIA,N-634,1,2024-04-04T18:41:47.000Z,2024-04-04_BIZKAIA_Otras incidencias,0
252509,Avería,Zuia,Seguridad vial,ARABA,AP-68,1,2024-04-04T17:45:37.000Z,2024-04-04_ARABA_Seguridad vial,0
252511,Salida,Alegia,Accidente,GIPUZKOA,GI-2131,1,2024-04-04T17:13:14.000Z,2024-04-04_GIPUZKOA_Accidente,0
252507,Avería,Derio,Seguridad vial,BIZKAIA,N-633,1,2024-04-04T15:16:10.000Z,2024-04-04_BIZKAIA_Seguridad vial,1
252508,Avería,Arrigorriaga,Seguridad vial,BIZKAIA,A-8,1,2024-04-04T15:02:14.000Z,2024-04-04_BIZKAIA_Seguridad vial,1
252506,Avería,Villabona,Seguridad vial,GIPUZKOA,N-1,1,2024-04-04T15:20:53.000Z,2024-04-04_GIPUZKOA_Seguridad vial,0
252505,Alcance,Villabona,Accidente,GIPUZKOA,N-1,1,2024-04-04T15:31:27.000Z,2024-04-04_GIPUZKOA_Accidente,0
252504,Avería,Orozko,Seguridad vial,BIZKAIA,AP-68,1,2024-04-04T15:34:12.000Z,2024-04-04_BIZKAIA_Seguridad vial,1
252503,Alcance,Arrasate/Mondragón,Accidente,GIPUZKOA,AP-1,1,2024-04-04T13:50:53.000Z,2024-04-04_GIPUZKOA_Accidente,0
252502,Avería,Derio,Seguridad vial,BIZKAIA,N-633,1,2024-04-04T14:07:09.000Z,2024-04-04_BIZKAIA_Seguridad vial,1
